ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,Age (x),Age interval (n),"Central death rate m(x,n)","Probability of dying q(x,n)","Probability of surviving p(x,n)",Number of survivors l(x),"Number of deaths d(x,n)","Number of person-years lived L(x,n)","Survival ratio S(x,n)",Person-years lived T(x),Expectation of life e(x),"Average number of years lived a(x,n)"
VN,704,Country/Area,920,1950,0,1,0.11121,0.10350,0.89650,  100 000,10350.2,93065.4,0.86920, 4 386 979,43.87,0.33
VN,704,Country/Area,920,1950,1,4,0.02114,0.08054,0.91946,  89 650,7220.6,341535.7,0.92916, 4 293 914,47.90,1.64
VN,704,Country/Area,920,1950,5,5,0.00710,0.03476,0.96524,  82 429,2865.3,403816.0,0.97544, 3 952 378,47.95,2.09
VN,704,Country/Area,920,1950,10,5,0.00400,0.01981,0.98019,  79 564,1576.3,393898.1,0.97372, 3 548 562,44.60,2.51
VN,704,Country/Area,920,1950,15,5,0.00772,0.03798,0.96202,  77 988,2961.6,383545.8,0.94456, 3 154 664,40.45,2.84
VN,704,Country/Area,920,1950,20,5,0.01450,0.06999,0.93001,  75 026,5251.4,362281.1,0.92759, 2 771 119,36.94,2.55
VN,704,Country/Area,920,1950,25,5,0.01500,0.07222,0.92778,  69 775,5039.3,336047.1,0.92928, 2 408 837,34.52,2.45
VN,704,Country/Area,920,1950,30,5,0.01437,0.06932,0.93068,  64 735,4487.6,312282.6,0.93090, 2 072 790,32.02,2.46
VN,704,Country/Area,920,1950,35,5,0.01441,0.06953,0.93047,  60 248,4189.3,290704.9,0.92841, 1 760 508,29.22,2.49
VN,704,Country/Area,920,1950,40,5,0.01546,0.07443,0.92557,  56 058,4172.6,269894.4,0.92163, 1 469 803,26.22,2.51
VN,704,Country/Area,920,1950,45,5,0.01735,0.08318,0.91682,  51 886,4315.7,248743.4,0.90959, 1 199 908,23.13,2.52
VN,704,Country/Area,920,1950,50,5,0.02087,0.09924,0.90076,  47 570,4720.9,226255.7,0.88963,  951 165,20.00,2.54
VN,704,Country/Area,920,1950,55,5,0.02627,0.12339,0.87661,  42 849,5287.1,201283.5,0.85878,  724 909,16.92,2.55
VN,704,Country/Area,920,1950,60,5,0.03551,0.16341,0.83659,  37 562,6138.2,172858.2,0.80858,  523 626,13.94,2.56
VN,704,Country/Area,920,1950,65,5,0.05072,0.22559,0.77441,  31 424,7089.0,139769.5,0.73207,  350 768,11.16,2.55
VN,704,Country/Area,920,1950,70,5,0.07588,0.31907,0.68093,  24 335,7764.6,102321.4,0.62917,  210 998,8.67,2.51
VN,704,Country/Area,920,1950,75,5,0.11238,0.43660,0.56340,  16 570,7234.6,64377.8,0.49162,  108 677,6.56,2.45
VN,704,Country/Area,920,1950,80,5,0.17712,0.60044,0.39956,  9 336,5605.6,31649.4,0.33193,  44 299,4.75,2.32
VN,704,Country/Area,920,1950,85,5,0.26982,0.75986,0.24014,  3 730,2834.5,10505.3,0.18656,  12 650,3.39,2.13
VN,704,Country/Area,920,1950,90,5,0.40541,0.88702,0.11298,   896,794.6,1959.9,0.09012,  2 144,2.39,1.83
VN,704,Country/Area,920,1950,95,5,0.54262,0.94692,0.05308,   101,95.8,176.6,0.04280,   185,1.82,1.56
VN,704,Country/Area,920,1950,100,-1,0.68018,1.00000,0,   5,5.4,7.9,0,   8,1.47,1.47
VN,704,Country/Area,920,1951,0,1,0.10803,0.10074,0.89926,  100 000,10073.6,93250.7,0.87347, 4 443 579,44.44,0.33
VN,704,Country/Area,920,1951,1,4,0.02006,0.07662,0.92338,  89 926,6889.8,343482.9,0.93206, 4 350 328,48.38,1.65
VN,704,Country/Area,920,1951,5,5,0.00687,0.03370,0.96630,  83 037,2798.2,407060.2,0.97613, 4 006 845,48.25,2.10
VN,704,Country/Area,920,1951,10,5,0.00390,0.01930,0.98070,  80 238,1548.9,397342.9,0.97424, 3 599 785,44.86,2.52
VN,704,Country/Area,920,1951,15,5,0.00759,0.03736,0.96264,  78 689,2940.0,387108.8,0.94538, 3 202 442,40.70,2.84
VN,704,Country/Area,920,1951,20,5,0.01427,0.06896,0.93104,  75 749,5223.7,365966.2,0.92867, 2 815 333,37.17,2.55
VN,704,Country/Area,920,1951,25,5,0.01476,0.07114,0.92886,  70 526,5017.3,339862.0,0.93034, 2 449 367,34.73,2.46
VN,704,Country/Area,920,1951,30,5,0.01415,0.06827,0.93173,  65 509,4472.5,316187.9,0.93197, 2 109 505,32.20,2.46
VN,704,Country/Area,920,1951,35,5,0.01418,0.06844,0.93156,  61 036,4177.6,294677.4,0.92954, 1 793 317,29.38,2.49
VN,704,Country/Area,920,1951,40,5,0.01521,0.07327,0.92673,  56 858,4165.9,273913.2,0.92284, 1 498 640,26.36,2.51
VN,704,Country/Area,920,1951,45,5,0.01708,0.08194,0.91806,  52 693,4317.6,252777.8,0.91082, 1 224 727,23.24,2.53
VN,704,Country/Area,920,1951,50,5,0.02059,0.09801,0.90199,  48 375,4741.4,230235.1,0.89095,  971 949,20.09,2.55
VN,704,Country/Area,920,1951,55,5,0.02594,0.12194,0.87806,  43 634,5320.7,205127.0,0.86030,  741 714,17.00,2.55
VN,704,Country/Area,920,1951,60,5,0.03514,0.16184,0.83816,  38 313,6200.4,176470.7,0.81023,  536 587,14.01,2.57
VN,704,Country/Area,920,1951,65,5,0.05026,0.22378,0.77622,  32 112,7186.1,142981.3,0.73408,  360 116,11.21,2.55
VN,704,Country/Area,920,1951,70,5,0.07524,0.31683,0.68317,  24 926,7897.4,104960.1,0.63147,  217 135,8.71,2.51
VN,704,Country/Area,920,1951,75,5,0.11151,0.43401,0.56599,  17 029,7390.7,66279.1,0.49469,  112 175,6.59,2.45
VN,704,Country/Area,920,1951,80,5,0.17565,0.59754,0.40246,  9 638,5759.2,32787.6,0.33260,  45 896,4.76,2.33
VN,704,Country/Area,920,1951,85,5,0.27086,0.76149,0.23851,  3 879,2953.8,10905.1,0.18497,  13 108,3.38,2.13
VN,704,Country/Area,920,1951,90,5,0.40762,0.88869,0.11131,   925,822.2,2017.1,0.08828,  2 203,2.38,1.83
VN,704,Country/Area,920,1951,95,5,0.54885,0.94895,0.05105,   103,97.7,178.1,0.04118,   186,1.80,1.55
VN,704,Country/Area,920,1951,100,-1,0.68738,1.00000,0,   5,5.3,7.6,0,   8,1.45,1.45
VN,704,Country/Area,920,1952,0,1,0.10493,0.09798,0.90202,  100 000,9797.8,93378.5,0.87766, 4 498 934,44.99,0.32
VN,704,Country/Area,920,1952,1,4,0.01898,0.07268,0.92732,  90 202,6555.5,345449.2,0.93494, 4 405 555,48.84,1.66
VN,704,Country/Area,920,1952,5,5,0.00669,0.03283,0.96717,  83 647,2746.5,410277.1,0.97667, 4 060 106,48.54,2.10
VN,704,Country/Area,920,1952,10,5,0.00381,0.01889,0.98111,  80 900,1528.6,400704.4,0.97470, 3 649 829,45.12,2.52
VN,704,Country/Area,920,1952,15,5,0.00748,0.03679,0.96321,  79 372,2920.4,390567.1,0.94617, 3 249 124,40.94,2.85
VN,704,Country/Area,920,1952,20,5,0.01406,0.06798,0.93202,  76 451,5196.8,369541.2,0.92970, 2 858 557,37.39,2.55
VN,704,Country/Area,920,1952,25,5,0.01454,0.07011,0.92989,  71 254,4995.9,343562.5,0.93134, 2 489 016,34.93,2.46
VN,704,Country/Area,920,1952,30,5,0.01393,0.06729,0.93271,  66 258,4458.3,319974.8,0.93297, 2 145 454,32.38,2.46
VN,704,Country/Area,920,1952,35,5,0.01396,0.06743,0.93257,  61 800,4167.3,298525.6,0.93057, 1 825 479,29.54,2.49
VN,704,Country/Area,920,1952,40,5,0.01498,0.07219,0.92781,  57 633,4160.8,277800.1,0.92395, 1 526 953,26.49,2.51
VN,704,Country/Area,920,1952,45,5,0.01683,0.08079,0.91921,  53 472,4319.9,256674.7,0.91198, 1 249 153,23.36,2.53
VN,704,Country/Area,920,1952,50,5,0.02033,0.09682,0.90318,  49 152,4759.1,234083.4,0.89223,  992 478,20.19,2.55
VN,704,Country/Area,920,1952,55,5,0.02562,0.12053,0.87947,  44 393,5350.5,208856.6,0.86181,  758 395,17.08,2.55
VN,704,Country/Area,920,1952,60,5,0.03475,0.16022,0.83978,  39 043,6255.6,179995.4,0.81196,  549 538,14.08,2.57
VN,704,Country/Area,920,1952,65,5,0.04977,0.22185,0.77815,  32 787,7273.9,146148.4,0.73623,  369 543,11.27,2.55
VN,704,Country/Area,920,1952,70,5,0.07455,0.31443,0.68557,  25 513,8022.0,107599.0,0.63396,  223 395,8.76,2.51
VN,704,Country/Area,920,1952,75,5,0.11057,0.43121,0.56879,  17 491,7542.3,68213.8,0.49803,  115 796,6.62,2.45
VN,704,Country/Area,920,1952,80,5,0.17402,0.59422,0.40578,  9 949,5911.8,33972.2,0.33361,  47 582,4.78,2.33
VN,704,Country/Area,920,1952,85,5,0.27168,0.76271,0.23729,  4 037,3079.1,11333.5,0.18404,  13 610,3.37,2.13
VN,704,Country/Area,920,1952,90,5,0.40843,0.88929,0.11071,   958,851.9,2085.8,0.08761,  2 276,2.38,1.83
VN,704,Country/Area,920,1952,95,5,0.55118,0.94969,0.05031,   106,100.7,182.7,0.04058,   190,1.80,1.55
VN,704,Country/Area,920,1952,100,-1,0.69042,1.00000,0,   5,5.3,7.7,0,   8,1.45,1.45
VN,704,Country/Area,920,1953,0,1,0.10200,0.09535,0.90465,  100 000,9535.0,93484.1,0.88149, 4 554 528,45.55,0.32
VN,704,Country/Area,920,1953,1,4,0.01802,0.06917,0.93083,  90 465,6257.0,347259.6,0.93760, 4 461 044,49.31,1.67
VN,704,Country/Area,920,1953,5,5,0.00653,0.03203,0.96797,  84 208,2697.2,413242.6,0.97717, 4 113 784,48.85,2.11
VN,704,Country/Area,920,1953,10,5,0.00374,0.01851,0.98149,  81 511,1508.8,403807.8,0.97515, 3 700 541,45.40,2.52
VN,704,Country/Area,920,1953,15,5,0.00735,0.03620,0.96380,  80 002,2896.0,393774.3,0.94702, 3 296 734,41.21,2.85
VN,704,Country/Area,920,1953,20,5,0.01383,0.06689,0.93311,  77 106,5157.5,372910.7,0.93084, 2 902 959,37.65,2.55
VN,704,Country/Area,920,1953,25,5,0.01430,0.06897,0.93103,  71 948,4962.3,347120.6,0.93246, 2 530 049,35.16,2.46
VN,704,Country/Area,920,1953,30,5,0.01370,0.06618,0.93382,  66 986,4433.2,323677.6,0.93409, 2 182 928,32.59,2.46
VN,704,Country/Area,920,1953,35,5,0.01371,0.06628,0.93372,  62 553,4146.3,302343.4,0.93175, 1 859 250,29.72,2.49
VN,704,Country/Area,920,1953,40,5,0.01471,0.07097,0.92903,  58 407,4145.0,281710.0,0.92523, 1 556 907,26.66,2.51
VN,704,Country/Area,920,1953,45,5,0.01654,0.07946,0.92054,  54 262,4311.7,260647.6,0.91333, 1 275 197,23.50,2.53
VN,704,Country/Area,920,1953,50,5,0.02003,0.09545,0.90455,  49 950,4767.5,238056.5,0.89372, 1 014 549,20.31,2.55
VN,704,Country/Area,920,1953,55,5,0.02525,0.11888,0.88112,  45 182,5371.3,212756.2,0.86358,  776 493,17.19,2.55
VN,704,Country/Area,920,1953,60,5,0.03431,0.15833,0.84167,  39 811,6303.3,183732.1,0.81400,  563 737,14.16,2.57
VN,704,Country/Area,920,1953,65,5,0.04919,0.21955,0.78045,  33 508,7356.6,149558.7,0.73882,  380 005,11.34,2.56
VN,704,Country/Area,920,1953,70,5,0.07372,0.31149,0.68851,  26 151,8145.9,110497.1,0.63702,  230 446,8.81,2.51
VN,704,Country/Area,920,1953,75,5,0.10944,0.42785,0.57215,  18 005,7703.5,70388.8,0.50181,  119 949,6.66,2.45
VN,704,Country/Area,920,1953,80,5,0.17216,0.59029,0.40971,  10 302,6081.1,35322.0,0.33570,  49 560,4.81,2.34
VN,704,Country/Area,920,1953,85,5,0.27142,0.76253,0.23747,  4 221,3218.4,11857.7,0.18404,  14 238,3.37,2.13
VN,704,Country/Area,920,1953,90,5,0.40853,0.88951,0.11049,  1 002,891.5,2182.3,0.08713,  2 380,2.37,1.83
VN,704,Country/Area,920,1953,95,5,0.55356,0.95045,0.04955,   111,105.3,190.1,0.03994,   198,1.79,1.55
VN,704,Country/Area,920,1953,100,-1,0.69358,1.00000,0,   5,5.5,7.9,0,   8,1.44,1.44
VN,704,Country/Area,920,1954,0,1,0.10102,0.09447,0.90553,  100 000,9447.0,93520.3,0.88251, 4 896 272,48.96,0.31
VN,704,Country/Area,920,1954,1,4,0.01787,0.06861,0.93139,  90 553,6213.0,347732.8,0.93783, 4 802 752,53.04,1.67
VN,704,Country/Area,920,1954,5,5,0.00660,0.03239,0.96761,  84 340,2731.9,413819.5,0.97691, 4 455 019,52.82,2.12
VN,704,Country/Area,920,1954,10,5,0.00369,0.01830,0.98170,  81 608,1493.3,404264.4,0.97866, 4 041 200,49.52,2.47
VN,704,Country/Area,920,1954,15,5,0.00552,0.02724,0.97276,  80 115,2182.3,395636.5,0.96451, 3 636 935,45.40,2.74
VN,704,Country/Area,920,1954,20,5,0.00864,0.04231,0.95769,  77 933,3297.2,381597.1,0.95617, 3 241 299,41.59,2.55
VN,704,Country/Area,920,1954,25,5,0.00902,0.04410,0.95590,  74 635,3291.5,364872.4,0.95593, 2 859 702,38.32,2.48
VN,704,Country/Area,920,1954,30,5,0.00910,0.04449,0.95551,  71 344,3174.4,348792.6,0.95390, 2 494 829,34.97,2.50
VN,704,Country/Area,920,1954,35,5,0.00989,0.04826,0.95174,  68 169,3290.2,332713.5,0.94833, 2 146 036,31.48,2.53
VN,704,Country/Area,920,1954,40,5,0.01142,0.05555,0.94445,  64 879,3604.1,315523.2,0.93990, 1 813 323,27.95,2.54
VN,704,Country/Area,920,1954,45,5,0.01356,0.06564,0.93436,  61 275,4021.9,296561.1,0.92585, 1 497 800,24.44,2.56
VN,704,Country/Area,920,1954,50,5,0.01752,0.08402,0.91598,  57 253,4810.2,274572.6,0.90511, 1 201 239,20.98,2.57
VN,704,Country/Area,920,1954,55,5,0.02269,0.10751,0.89249,  52 443,5637.9,248518.0,0.87403,  926 666,17.67,2.57
VN,704,Country/Area,920,1954,60,5,0.03208,0.14888,0.85112,  46 805,6968.5,217211.1,0.82302,  678 148,14.49,2.59
VN,704,Country/Area,920,1954,65,5,0.04692,0.21057,0.78943,  39 837,8388.4,178769.0,0.74755,  460 937,11.57,2.57
VN,704,Country/Area,920,1954,70,5,0.07129,0.30297,0.69703,  31 448,9527.8,133639.3,0.64481,  282 168,8.97,2.52
VN,704,Country/Area,920,1954,75,5,0.10695,0.42042,0.57958,  21 921,9215.9,86172.2,0.51002,  148 529,6.78,2.46
VN,704,Country/Area,920,1954,80,5,0.16771,0.58017,0.41983,  12 705,7370.9,43949.2,0.34628,  62 356,4.91,2.34
VN,704,Country/Area,920,1954,85,5,0.26366,0.75229,0.24771,  5 334,4012.5,15218.6,0.19155,  18 407,3.45,2.15
VN,704,Country/Area,920,1954,90,5,0.40119,0.88516,0.11484,  1 321,1169.5,2915.0,0.09006,  3 189,2.41,1.84
VN,704,Country/Area,920,1954,95,5,0.54855,0.94915,0.05085,   152,144.0,262.5,0.04075,   274,1.80,1.56
VN,704,Country/Area,920,1954,100,-1,0.69185,1.00000,0,   8,7.7,11.2,0,   11,1.45,1.45
VN,704,Country/Area,920,1955,0,1,0.09446,0.08858,0.91142,  100 000,8857.7,93774.5,0.89151, 5 231 455,52.31,0.30
VN,704,Country/Area,920,1955,1,4,0.01549,0.05984,0.94016,  91 142,5453.6,351979.8,0.94513, 5 137 681,56.37,1.69
VN,704,Country/Area,920,1955,5,5,0.00588,0.02892,0.97108,  85 689,2478.3,421294.2,0.97944, 4 785 701,55.85,2.12
VN,704,Country/Area,920,1955,10,5,0.00325,0.01612,0.98388,  83 210,1341.6,412633.5,0.98226, 4 364 407,52.45,2.45
VN,704,Country/Area,920,1955,15,5,0.00431,0.02133,0.97867,  81 869,1746.4,405315.1,0.97353, 3 951 773,48.27,2.69
VN,704,Country/Area,920,1955,20,5,0.00625,0.03079,0.96921,  80 122,2467.2,394584.7,0.96807, 3 546 458,44.26,2.56
VN,704,Country/Area,920,1955,25,5,0.00656,0.03228,0.96772,  77 655,2506.6,381983.6,0.96701, 3 151 873,40.59,2.49
VN,704,Country/Area,920,1955,30,5,0.00695,0.03417,0.96583,  75 149,2567.5,369381.4,0.96408, 2 769 890,36.86,2.52
VN,704,Country/Area,920,1955,35,5,0.00777,0.03814,0.96186,  72 581,2768.0,356113.7,0.95829, 2 400 508,33.07,2.55
VN,704,Country/Area,920,1955,40,5,0.00935,0.04572,0.95428,  69 813,3191.8,341260.8,0.94991, 2 044 395,29.28,2.55
VN,704,Country/Area,920,1955,45,5,0.01137,0.05535,0.94465,  66 621,3687.3,324166.4,0.93642, 1 703 134,25.56,2.58
VN,704,Country/Area,920,1955,50,5,0.01514,0.07305,0.92695,  62 934,4597.1,303555.5,0.91687, 1 378 967,21.91,2.58
VN,704,Country/Area,920,1955,55,5,0.01986,0.09477,0.90523,  58 337,5528.8,278320.7,0.88746, 1 075 412,18.43,2.58
VN,704,Country/Area,920,1955,60,5,0.02879,0.13464,0.86536,  52 808,7110.0,246997.4,0.83822,  797 091,15.09,2.60
VN,704,Country/Area,920,1955,65,5,0.04282,0.19399,0.80601,  45 698,8864.9,207037.8,0.76501,  550 094,12.04,2.58
VN,704,Country/Area,920,1955,70,5,0.06631,0.28513,0.71487,  36 833,10502.1,158386.5,0.66020,  343 056,9.31,2.55
VN,704,Country/Area,920,1955,75,5,0.10247,0.40693,0.59307,  26 331,10714.9,104566.5,0.52511,  184 669,7.01,2.47
VN,704,Country/Area,920,1955,80,5,0.15937,0.56036,0.43964,  15 616,8750.7,54908.7,0.37011,  80 103,5.13,2.35
VN,704,Country/Area,920,1955,85,5,0.24466,0.72421,0.27579,  6 866,4972.0,20322.2,0.21571,  25 194,3.67,2.18
VN,704,Country/Area,920,1955,90,5,0.37387,0.86558,0.13442,  1 893,1639.0,4383.7,0.10598,  4 872,2.57,1.90
VN,704,Country/Area,920,1955,95,5,0.51392,0.93809,0.06191,   255,238.8,464.6,0.04882,   488,1.92,1.62
VN,704,Country/Area,920,1955,100,-1,0.66076,1.00000,0,   16,15.8,23.8,0,   24,1.51,1.51
VN,704,Country/Area,920,1956,0,1,0.09149,0.08591,0.91409,  100 000,8590.6,93896.2,0.89534, 5 290 739,52.91,0.29
VN,704,Country/Area,920,1956,1,4,0.01460,0.05651,0.94349,  91 409,5165.5,353772.2,0.94770, 5 196 842,56.85,1.70
VN,704,Country/Area,920,1956,5,5,0.00570,0.02806,0.97194,  86 244,2419.7,424253.6,0.97999, 4 843 070,56.16,2.12
VN,704,Country/Area,920,1956,10,5,0.00317,0.01571,0.98429,  83 824,1317.0,415766.2,0.98267, 4 418 817,52.72,2.45
VN,704,Country/Area,920,1956,15,5,0.00422,0.02091,0.97909,  82 507,1724.9,408560.3,0.97404, 4 003 050,48.52,2.70
VN,704,Country/Area,920,1956,20,5,0.00613,0.03018,0.96982,  80 782,2437.9,397954.1,0.96871, 3 594 490,44.50,2.56
VN,704,Country/Area,920,1956,25,5,0.00643,0.03163,0.96837,  78 344,2477.8,385503.5,0.96767, 3 196 536,40.80,2.49
VN,704,Country/Area,920,1956,30,5,0.00681,0.03349,0.96651,  75 867,2540.5,373038.7,0.96480, 2 811 033,37.05,2.52
VN,704,Country/Area,920,1956,35,5,0.00761,0.03737,0.96263,  73 326,2740.4,359907.4,0.95911, 2 437 994,33.25,2.55
VN,704,Country/Area,920,1956,40,5,0.00917,0.04484,0.95516,  70 586,3164.8,345191.1,0.95085, 2 078 086,29.44,2.56
VN,704,Country/Area,920,1956,45,5,0.01116,0.05434,0.94566,  67 421,3663.9,328225.9,0.93747, 1 732 895,25.70,2.58
VN,704,Country/Area,920,1956,50,5,0.01491,0.07194,0.92806,  63 757,4586.6,307700.8,0.91809, 1 404 669,22.03,2.58
VN,704,Country/Area,920,1956,55,5,0.01956,0.09340,0.90660,  59 170,5526.6,282497.2,0.88897, 1 096 969,18.54,2.58
VN,704,Country/Area,920,1956,60,5,0.02840,0.13296,0.86704,  53 644,7132.7,251132.7,0.84007,  814 471,15.18,2.60
VN,704,Country/Area,920,1956,65,5,0.04230,0.19187,0.80813,  46 511,8924.1,210969.6,0.76744,  563 339,12.11,2.58
VN,704,Country/Area,920,1956,70,5,0.06554,0.28232,0.71768,  37 587,10611.4,161907.3,0.66320,  352 369,9.37,2.55
VN,704,Country/Area,920,1956,75,5,0.10141,0.40366,0.59634,  26 976,10888.9,107377.3,0.52846,  190 462,7.06,2.47
VN,704,Country/Area,920,1956,80,5,0.15784,0.55679,0.44321,  16 087,8956.9,56744.8,0.37353,  83 084,5.16,2.36
VN,704,Country/Area,920,1956,85,5,0.24254,0.72103,0.27897,  7 130,5140.8,21195.6,0.21810,  26 340,3.69,2.19
VN,704,Country/Area,920,1956,90,5,0.37175,0.86399,0.13601,  1 989,1718.5,4622.7,0.10723,  5 144,2.59,1.90
VN,704,Country/Area,920,1956,95,5,0.51154,0.93731,0.06269,   271,253.6,495.7,0.04932,   521,1.93,1.62
VN,704,Country/Area,920,1956,100,-1,0.65946,1.00000,0,   17,17.0,25.7,0,   26,1.52,1.52
VN,704,Country/Area,920,1957,0,1,0.08852,0.08323,0.91677,  100 000,8323.2,94022.2,0.89908, 5 346 805,53.47,0.28
VN,704,Country/Area,920,1957,1,4,0.01377,0.05339,0.94661,  91 677,4895.1,355519.9,0.95011, 5 252 783,57.30,1.71
VN,704,Country/Area,920,1957,5,5,0.00554,0.02724,0.97276,  86 782,2364.2,427116.6,0.98051, 4 897 263,56.43,2.13
VN,704,Country/Area,920,1957,10,5,0.00309,0.01533,0.98467,  84 418,1293.8,418793.3,0.98304, 4 470 147,52.95,2.45
VN,704,Country/Area,920,1957,15,5,0.00414,0.02052,0.97948,  83 124,1705.4,411691.8,0.97451, 4 051 353,48.74,2.70
VN,704,Country/Area,920,1957,20,5,0.00601,0.02962,0.97038,  81 418,2411.7,401196.7,0.96930, 3 639 662,44.70,2.56
VN,704,Country/Area,920,1957,25,5,0.00631,0.03104,0.96896,  79 007,2452.0,388880.7,0.96826, 3 238 465,40.99,2.49
VN,704,Country/Area,920,1957,30,5,0.00668,0.03287,0.96713,  76 555,2516.7,376537.8,0.96545, 2 849 584,37.22,2.52
VN,704,Country/Area,920,1957,35,5,0.00747,0.03669,0.96331,  74 038,2716.1,363527.3,0.95985, 2 473 046,33.40,2.55
VN,704,Country/Area,920,1957,40,5,0.00900,0.04404,0.95596,  71 322,3141.1,348931.3,0.95170, 2 109 519,29.58,2.56
VN,704,Country/Area,920,1957,45,5,0.01097,0.05345,0.94655,  68 181,3644.1,332078.0,0.93840, 1 760 588,25.82,2.58
VN,704,Country/Area,920,1957,50,5,0.01470,0.07096,0.92904,  64 537,4579.8,311620.8,0.91916, 1 428 510,22.13,2.58
VN,704,Country/Area,920,1957,55,5,0.01930,0.09220,0.90780,  59 957,5528.0,286430.1,0.89029, 1 116 889,18.63,2.58
VN,704,Country/Area,920,1957,60,5,0.02807,0.13153,0.86847,  54 429,7158.8,255006.6,0.84165,  830 459,15.26,2.61
VN,704,Country/Area,920,1957,65,5,0.04186,0.19008,0.80992,  47 270,8985.3,214625.4,0.76948,  575 452,12.17,2.58
VN,704,Country/Area,920,1957,70,5,0.06490,0.27998,0.72002,  38 285,10718.8,165150.5,0.66567,  360 827,9.42,2.55
VN,704,Country/Area,920,1957,75,5,0.10055,0.40101,0.59899,  27 566,11054.2,109935.8,0.53115,  195 676,7.10,2.48
VN,704,Country/Area,920,1957,80,5,0.15664,0.55395,0.44605,  16 512,9146.6,58392.3,0.37622,  85 740,5.19,2.36
VN,704,Country/Area,920,1957,85,5,0.24090,0.71857,0.28143,  7 365,5292.3,21968.6,0.21986,  27 348,3.71,2.19
VN,704,Country/Area,920,1957,90,5,0.37030,0.86290,0.13710,  2 073,1788.6,4830.1,0.10809,  5 379,2.60,1.91
VN,704,Country/Area,920,1957,95,5,0.50992,0.93676,0.06324,   284,266.2,522.1,0.04969,   549,1.93,1.62
VN,704,Country/Area,920,1957,100,-1,0.65841,1.00000,0,   18,18.0,27.3,0,   27,1.52,1.52
VN,704,Country/Area,920,1958,0,1,0.08560,0.08059,0.91941,  100 000,8059.0,94150.8,0.90275, 5 401 632,54.02,0.27
VN,704,Country/Area,920,1958,1,4,0.01298,0.05043,0.94957,  91 941,4636.9,357222.1,0.95242, 5 307 481,57.73,1.73
VN,704,Country/Area,920,1958,5,5,0.00538,0.02647,0.97353,  87 304,2310.7,429896.7,0.98100, 4 950 259,56.70,2.13
VN,704,Country/Area,920,1958,10,5,0.00301,0.01496,0.98504,  84 993,1271.4,421730.7,0.98340, 4 520 362,53.18,2.45
VN,704,Country/Area,920,1958,15,5,0.00407,0.02014,0.97986,  83 722,1686.3,414730.6,0.97496, 4 098 631,48.96,2.70
VN,704,Country/Area,920,1958,20,5,0.00590,0.02908,0.97092,  82 036,2385.8,404345.3,0.96987, 3 683 901,44.91,2.56
VN,704,Country/Area,920,1958,25,5,0.00619,0.03046,0.96954,  79 650,2426.4,392162.9,0.96884, 3 279 555,41.17,2.49
VN,704,Country/Area,920,1958,30,5,0.00656,0.03228,0.96772,  77 223,2493.0,379941.3,0.96607, 2 887 393,37.39,2.52
VN,704,Country/Area,920,1958,35,5,0.00733,0.03602,0.96398,  74 730,2691.7,367051.4,0.96056, 2 507 451,33.55,2.55
VN,704,Country/Area,920,1958,40,5,0.00884,0.04327,0.95673,  72 039,3117.3,352576.3,0.95252, 2 140 400,29.71,2.56
VN,704,Country/Area,920,1958,45,5,0.01079,0.05258,0.94742,  68 922,3623.7,335836.8,0.93930, 1 787 824,25.94,2.58
VN,704,Country/Area,920,1958,50,5,0.01449,0.07001,0.92999,  65 298,4571.8,315451.8,0.92021, 1 451 987,22.24,2.59
VN,704,Country/Area,920,1958,55,5,0.01904,0.09103,0.90897,  60 726,5527.9,290280.9,0.89158, 1 136 535,18.72,2.59
VN,704,Country/Area,920,1958,60,5,0.02775,0.13012,0.86988,  55 198,7182.5,258808.1,0.84318,  846 254,15.33,2.61
VN,704,Country/Area,920,1958,65,5,0.04144,0.18834,0.81166,  48 016,9043.4,218222.3,0.77147,  587 446,12.23,2.58
VN,704,Country/Area,920,1958,70,5,0.06428,0.27769,0.72231,  38 972,10822.2,168352.6,0.66808,  369 224,9.47,2.55
VN,704,Country/Area,920,1958,75,5,0.09972,0.39842,0.60158,  28 150,11215.5,112473.3,0.53378,  200 871,7.14,2.48
VN,704,Country/Area,920,1958,80,5,0.15548,0.55119,0.44881,  16 935,9334.1,60036.1,0.37881,  88 398,5.22,2.36
VN,704,Country/Area,920,1958,85,5,0.23935,0.71618,0.28382,  7 600,5443.3,22742.3,0.22168,  28 362,3.73,2.20
VN,704,Country/Area,920,1958,90,5,0.36872,0.86172,0.13828,  2 157,1858.9,5041.4,0.10894,  5 620,2.61,1.91
VN,704,Country/Area,920,1958,95,5,0.50853,0.93629,0.06371,   298,279.3,549.2,0.05000,   578,1.94,1.63
VN,704,Country/Area,920,1958,100,-1,0.65751,1.00000,0,   19,19.0,28.9,0,   29,1.52,1.52
VN,704,Country/Area,920,1959,0,1,0.08275,0.07802,0.92198,  100 000,7801.9,94279.7,0.90627, 5 454 531,54.55,0.27
VN,704,Country/Area,920,1959,1,4,0.01225,0.04766,0.95234,  92 198,4394.3,358854.1,0.95459, 5 360 252,58.14,1.74
VN,704,Country/Area,920,1959,5,5,0.00522,0.02573,0.97427,  87 804,2259.1,432557.3,0.98147, 5 001 398,56.96,2.14
VN,704,Country/Area,920,1959,10,5,0.00294,0.01461,0.98539,  85 545,1249.8,424543.5,0.98374, 4 568 840,53.41,2.46
