ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,Age (x),Age interval (n),"Central death rate m(x,n)","Probability of dying q(x,n)","Probability of surviving p(x,n)",Number of survivors l(x),"Number of deaths d(x,n)","Number of person-years lived L(x,n)","Survival ratio S(x,n)",Person-years lived T(x),Expectation of life e(x),"Average number of years lived a(x,n)"
VN,704,Country/Area,920,2015,70,5,0.03135,0.14595,0.85405,  71 841,10485.2,334422.4,0.81572,  977 353,13.6,2.64
VN,704,Country/Area,920,2015,75,5,0.05192,0.23082,0.76918,  61 356,14162.4,272793.5,0.71319,  642 930,10.48,2.6
VN,704,Country/Area,920,2015,80,5,0.08607,0.35481,0.64519,  47 194,16744.8,194553.3,0.57701,  370 137,7.84,2.53
VN,704,Country/Area,920,2015,85,5,0.13703,0.5052,0.4948,  30 449,15382.6,112259.9,0.42567,  175 583,5.77,2.4
VN,704,Country/Area,920,2015,90,5,0.20878,0.66221,0.33779,  15 066,9977,47785.9,0.27908,  63 324,4.2,2.24
VN,704,Country/Area,920,2015,95,5,0.3064,0.8029,0.1971,  5 089,4086.2,13336,0.14171,  15 538,3.05,2.04
VN,704,Country/Area,920,2015,100,-1,0.45558,1,0,  1 003,1003.1,2201.8,0,  2 202,2.2,2.2
VN,704,Country/Area,920,2016,0,1,0.0165,0.01626,0.98374,  100 000,1625.8,98519.3,0.98163, 7 398 366,73.98,0.09
VN,704,Country/Area,920,2016,1,4,0.00143,0.00571,0.99429,  98 374,561.7,392293.9,0.99397, 7 299 846,74.2,1.86
VN,704,Country/Area,920,2016,5,5,0.00091,0.00454,0.99546,  97 813,444.2,487854.5,0.99632, 6 907 552,70.62,2.28
VN,704,Country/Area,920,2016,10,5,0.00066,0.0033,0.9967,  97 368,321.5,486058.8,0.99567, 6 419 698,65.93,2.57
VN,704,Country/Area,920,2016,15,5,0.00119,0.00591,0.99409,  97 047,573.5,483956.3,0.99256, 5 933 639,61.14,2.77
VN,704,Country/Area,920,2016,20,5,0.0017,0.00845,0.99155,  96 473,815.5,480356.8,0.99132, 5 449 683,56.49,2.54
VN,704,Country/Area,920,2016,25,5,0.00178,0.00887,0.99113,  95 658,848.8,476185.3,0.99076, 4 969 326,51.95,2.52
VN,704,Country/Area,920,2016,30,5,0.00193,0.00962,0.99038,  94 809,912.3,471787.6,0.9899, 4 493 141,47.39,2.53
VN,704,Country/Area,920,2016,35,5,0.00218,0.01085,0.98915,  93 897,1018.6,467021.3,0.98758, 4 021 353,42.83,2.58
VN,704,Country/Area,920,2016,40,5,0.00285,0.01416,0.98584,  92 878,1314.9,461222.1,0.98404, 3 554 332,38.27,2.59
VN,704,Country/Area,920,2016,45,5,0.00369,0.01828,0.98172,  91 563,1673.8,453860.3,0.97718, 3 093 110,33.78,2.64
VN,704,Country/Area,920,2016,50,5,0.00568,0.02801,0.97199,  89 889,2517.8,443505.1,0.96755, 2 639 249,29.36,2.64
VN,704,Country/Area,920,2016,55,5,0.00757,0.03717,0.96283,  87 372,3247.8,429111.4,0.9536, 2 195 744,25.13,2.61
VN,704,Country/Area,920,2016,60,5,0.01203,0.05854,0.94146,  84 124,4924.3,409200.5,0.9256, 1 766 633,21,2.68
VN,704,Country/Area,920,2016,65,5,0.01934,0.09248,0.90752,  79 199,7324.6,378756,0.88324, 1 357 432,17.14,2.65
VN,704,Country/Area,920,2016,70,5,0.03138,0.14603,0.85397,  71 875,10496.2,334533.4,0.81599,  978 676,13.62,2.63
VN,704,Country/Area,920,2016,75,5,0.05178,0.23031,0.76969,  61 379,14136.1,272976.4,0.71373,  644 143,10.49,2.6
VN,704,Country/Area,920,2016,80,5,0.08589,0.35422,0.64578,  47 243,16734.3,194830.9,0.57778,  371 167,7.86,2.53
VN,704,Country/Area,920,2016,85,5,0.13663,0.50415,0.49585,  30 508,15380.7,112569.3,0.42684,  176 336,5.78,2.4
VN,704,Country/Area,920,2016,90,5,0.20805,0.66081,0.33919,  15 128,9996.6,48049.1,0.28047,  63 766,4.22,2.24
VN,704,Country/Area,920,2016,95,5,0.30521,0.8016,0.1984,  5 131,4113.1,13476.1,0.1426,  15 717,3.06,2.04
VN,704,Country/Area,920,2016,100,-1,0.45422,1,0,  1 018,1018,2241.2,0,  2 241,2.2,2.2
VN,704,Country/Area,920,2017,0,1,0.01635,0.01611,0.98389,  100 000,1610.7,98532.3,0.98179, 7 402 649,74.03,0.09
VN,704,Country/Area,920,2017,1,4,0.00142,0.00566,0.99434,  98 389,556.5,392364,0.99404, 7 304 117,74.24,1.86
VN,704,Country/Area,920,2017,5,5,0.0009,0.00449,0.99551,  97 833,439.1,487970,0.99635, 6 911 753,70.65,2.28
VN,704,Country/Area,920,2017,10,5,0.00066,0.00328,0.99672,  97 394,319.4,486191,0.9957, 6 423 783,65.96,2.57
VN,704,Country/Area,920,2017,15,5,0.00118,0.00587,0.99413,  97 074,570,484101.7,0.99261, 5 937 592,61.17,2.77
VN,704,Country/Area,920,2017,20,5,0.00169,0.00841,0.99159,  96 504,811.2,480522.5,0.99133, 5 453 490,56.51,2.54
VN,704,Country/Area,920,2017,25,5,0.00179,0.0089,0.9911,  95 693,851.6,476354,0.99074, 4 972 968,51.97,2.52
VN,704,Country/Area,920,2017,30,5,0.00194,0.00963,0.99037,  94 841,913.7,471944.5,0.9899, 4 496 614,47.41,2.52
VN,704,Country/Area,920,2017,35,5,0.00218,0.01084,0.98916,  93 928,1017.9,467176.9,0.98761, 4 024 669,42.85,2.58
VN,704,Country/Area,920,2017,40,5,0.00284,0.01412,0.98588,  92 910,1312.1,461389.3,0.98407, 3 557 492,38.29,2.59
VN,704,Country/Area,920,2017,45,5,0.00368,0.01825,0.98175,  91 598,1671.4,454039.1,0.97722, 3 096 103,33.8,2.64
VN,704,Country/Area,920,2017,50,5,0.00567,0.02798,0.97202,  89 926,2516.4,443696,0.96757, 2 642 064,29.38,2.64
VN,704,Country/Area,920,2017,55,5,0.00754,0.03705,0.96295,  87 410,3238.5,429305.7,0.9538, 2 198 368,25.15,2.61
VN,704,Country/Area,920,2017,60,5,0.012,0.05839,0.94161,  84 171,4914.6,409469.9,0.92576, 1 769 062,21.02,2.68
VN,704,Country/Area,920,2017,65,5,0.01927,0.09218,0.90782,  79 257,7305.9,379069.8,0.88342, 1 359 592,17.15,2.64
VN,704,Country/Area,920,2017,70,5,0.03139,0.14609,0.85391,  71 951,10511.5,334876.5,0.81625,  980 522,13.63,2.63
VN,704,Country/Area,920,2017,75,5,0.05163,0.22972,0.77028,  61 439,14113.7,273341.8,0.71431,  645 646,10.51,2.6
VN,704,Country/Area,920,2017,80,5,0.08572,0.35367,0.64633,  47 326,16737.4,195251,0.57837,  372 304,7.87,2.53
VN,704,Country/Area,920,2017,85,5,0.13636,0.50342,0.49658,  30 588,15398.8,112926.7,0.42758,  177 053,5.79,2.4
VN,704,Country/Area,920,2017,90,5,0.20763,0.66004,0.33996,  15 189,10025.7,48285.6,0.28119,  64 126,4.22,2.24
VN,704,Country/Area,920,2017,95,5,0.30464,0.80101,0.19899,  5 164,4136.2,13577.5,0.14288,  15 841,3.07,2.04
VN,704,Country/Area,920,2017,100,-1,0.45401,1,0,  1 028,1027.5,2263.3,0,  2 263,2.2,2.2
VN,704,Country/Area,920,2018,0,1,0.0162,0.01597,0.98403,  100 000,1596.8,98544.4,0.98196, 7 410 040,74.1,0.09
VN,704,Country/Area,920,2018,1,4,0.0014,0.00557,0.99443,  98 403,548.3,392436.9,0.99414, 7 311 496,74.3,1.86
VN,704,Country/Area,920,2018,5,5,0.00088,0.00441,0.99559,  97 855,431.2,488102.6,0.99641, 6 919 059,70.71,2.28
VN,704,Country/Area,920,2018,10,5,0.00065,0.00324,0.99676,  97 424,315.5,486351.7,0.99575, 6 430 956,66.01,2.57
VN,704,Country/Area,920,2018,15,5,0.00117,0.00582,0.99418,  97 108,564.8,484284.2,0.99267, 5 944 605,61.22,2.77
VN,704,Country/Area,920,2018,20,5,0.00167,0.00833,0.99167,  96 544,804.5,480735.3,0.99138, 5 460 321,56.56,2.54
VN,704,Country/Area,920,2018,25,5,0.00178,0.00887,0.99113,  95 739,849.3,476593,0.99076, 4 979 585,52.01,2.52
VN,704,Country/Area,920,2018,30,5,0.00193,0.00962,0.99038,  94 890,912.7,472189,0.98992, 4 502 992,47.46,2.52
VN,704,Country/Area,920,2018,35,5,0.00217,0.0108,0.9892,  93 977,1014.5,467430.9,0.98767, 4 030 803,42.89,2.58
VN,704,Country/Area,920,2018,40,5,0.00283,0.01405,0.98595,  92 962,1306.1,461668.1,0.98414, 3 563 372,38.33,2.59
VN,704,Country/Area,920,2018,45,5,0.00367,0.01818,0.98182,  91 656,1666.1,454346.3,0.97731, 3 101 704,33.84,2.64
VN,704,Country/Area,920,2018,50,5,0.00565,0.02788,0.97212,  89 990,2509.2,444035,0.96764, 2 647 358,29.42,2.64
VN,704,Country/Area,920,2018,55,5,0.00752,0.03695,0.96305,  87 481,3232.3,429667.4,0.95407, 2 203 323,25.19,2.61
VN,704,Country/Area,920,2018,60,5,0.01193,0.05806,0.94194,  84 249,4891.7,409931.9,0.92604, 1 773 656,21.05,2.69
VN,704,Country/Area,920,2018,65,5,0.0192,0.09185,0.90815,  79 357,7288.8,379612.2,0.88387, 1 363 724,17.18,2.64
VN,704,Country/Area,920,2018,70,5,0.03131,0.14576,0.85424,  72 068,10504.4,335526.4,0.81673,  984 111,13.66,2.64
VN,704,Country/Area,920,2018,75,5,0.0514,0.22878,0.77122,  61 564,14084.3,274034.4,0.7154,  648 585,10.54,2.6
VN,704,Country/Area,920,2018,80,5,0.08536,0.35247,0.64753,  47 480,16735,196044.7,0.57963,  374 551,7.89,2.53
VN,704,Country/Area,920,2018,85,5,0.13581,0.50195,0.49805,  30 745,15432.3,113632.8,0.42915,  178 506,5.81,2.4
VN,704,Country/Area,920,2018,90,5,0.20673,0.65838,0.34162,  15 312,10081.2,48765.3,0.28279,  64 873,4.24,2.24
VN,704,Country/Area,920,2018,95,5,0.30327,0.79949,0.20051,  5 231,4182.2,13790.2,0.14388,  16 108,3.08,2.04
VN,704,Country/Area,920,2018,100,-1,0.45255,1,0,  1 049,1048.9,2317.6,0,  2 318,2.21,2.21
VN,704,Country/Area,920,2019,0,1,0.01599,0.01576,0.98424,  100 000,1576.1,98562.3,0.9822, 7 421 132,74.21,0.09
VN,704,Country/Area,920,2019,1,4,0.00138,0.00549,0.99451,  98 424,540.1,392536.1,0.99424, 7 322 569,74.4,1.85
VN,704,Country/Area,920,2019,5,5,0.00086,0.00431,0.99569,  97 884,422.3,488270.8,0.99648, 6 930 033,70.8,2.28
VN,704,Country/Area,920,2019,10,5,0.00064,0.00319,0.99681,  97 461,310.6,486553.1,0.99581, 6 441 763,66.1,2.57
VN,704,Country/Area,920,2019,15,5,0.00115,0.00574,0.99426,  97 151,557.8,484513.2,0.99276, 5 955 209,61.3,2.77
VN,704,Country/Area,920,2019,20,5,0.00165,0.00824,0.99176,  96 593,795.6,481004.4,0.99148, 5 470 696,56.64,2.54
VN,704,Country/Area,920,2019,25,5,0.00177,0.00879,0.99121,  95 797,841.8,476907.2,0.99082, 4 989 692,52.09,2.53
VN,704,Country/Area,920,2019,30,5,0.00192,0.00956,0.99044,  94 956,907.9,472531.5,0.98998, 4 512 785,47.53,2.53
VN,704,Country/Area,920,2019,35,5,0.00216,0.01072,0.98928,  94 048,1008.6,467798.2,0.98777, 4 040 253,42.96,2.58
VN,704,Country/Area,920,2019,40,5,0.0028,0.01393,0.98607,  93 039,1295.8,462075.2,0.98426, 3 572 455,38.4,2.59
VN,704,Country/Area,920,2019,45,5,0.00364,0.01807,0.98193,  91 743,1657.5,454802.7,0.97744, 3 110 380,33.9,2.64
VN,704,Country/Area,920,2019,50,5,0.00561,0.02771,0.97229,  90 086,2496,444543.9,0.9678, 2 655 577,29.48,2.64
VN,704,Country/Area,920,2019,55,5,0.0075,0.03682,0.96318,  87 590,3224.6,430228.9,0.9544, 2 211 033,25.24,2.61
VN,704,Country/Area,920,2019,60,5,0.01182,0.05753,0.94247,  84 365,4853.8,410608.9,0.92651, 1 780 804,21.11,2.69
VN,704,Country/Area,920,2019,65,5,0.01912,0.09146,0.90854,  79 511,7272.3,380433.7,0.88457, 1 370 195,17.23,2.65
VN,704,Country/Area,920,2019,70,5,0.03111,0.14493,0.85507,  72 239,10469.5,336520.3,0.81755,  989 762,13.7,2.64
VN,704,Country/Area,920,2019,75,5,0.05108,0.22749,0.77251,  61 770,14051.9,275122.7,0.71707,  653 241,10.58,2.6
VN,704,Country/Area,920,2019,80,5,0.08478,0.35052,0.64948,  47 718,16726,197282.4,0.5817,  378 119,7.92,2.53
VN,704,Country/Area,920,2019,85,5,0.13492,0.49961,0.50039,  30 992,15483.7,114758.9,0.43163,  180 836,5.84,2.4
VN,704,Country/Area,920,2019,90,5,0.20529,0.6557,0.3443,  15 508,10168.6,49533.4,0.28536,  66 077,4.26,2.25
VN,704,Country/Area,920,2019,95,5,0.30107,0.797,0.203,  5 339,4255.5,14134.6,0.14563,  16 544,3.1,2.05
VN,704,Country/Area,920,2019,100,-1,0.4499,1,0,  1 084,1083.9,2409.3,0,  2 409,2.22,2.22
VN,704,Country/Area,920,2020,0,1,0.01584,0.01561,0.98439,  100 000,1561.3,98575.1,0.98236, 7 538 318,75.38,0.09
VN,704,Country/Area,920,2020,1,4,0.00137,0.00545,0.99455,  98 439,536.2,392603.1,0.9943, 7 439 743,75.58,1.85
VN,704,Country/Area,920,2020,5,5,0.00086,0.00427,0.99573,  97 902,417.6,488377.1,0.99652, 7 047 140,71.98,2.28
VN,704,Country/Area,920,2020,10,5,0.00063,0.00316,0.99684,  97 485,308,486676.9,0.99584, 6 558 763,67.28,2.57
VN,704,Country/Area,920,2020,15,5,0.00114,0.00568,0.99432,  97 177,552.2,484654.6,0.99284, 6 072 086,62.48,2.77
VN,704,Country/Area,920,2020,20,5,0.00162,0.00808,0.99192,  96 625,780.7,481184.6,0.99204, 5 587 431,57.83,2.52
VN,704,Country/Area,920,2020,25,5,0.00157,0.0078,0.9922,  95 844,747.3,477356.7,0.99194, 5 106 247,53.28,2.51
VN,704,Country/Area,920,2020,30,5,0.00169,0.00841,0.99159,  95 097,799.7,473508.2,0.99108, 4 628 890,48.68,2.53
VN,704,Country/Area,920,2020,35,5,0.00195,0.0097,0.9903,  94 297,914.3,469284.6,0.98877, 4 155 382,44.07,2.59
VN,704,Country/Area,920,2020,40,5,0.0026,0.0129,0.9871,  93 383,1204.6,464016.5,0.98538, 3 686 097,39.47,2.6
VN,704,Country/Area,920,2020,45,5,0.00339,0.01681,0.98319,  92 178,1549.3,457232.7,0.97907, 3 222 081,34.96,2.64
VN,704,Country/Area,920,2020,50,5,0.00518,0.02558,0.97442,  90 629,2318.6,447664.7,0.97046, 2 764 848,30.51,2.64
VN,704,Country/Area,920,2020,55,5,0.00683,0.03358,0.96642,  88 310,2965.4,434440,0.95866, 2 317 183,26.24,2.6
VN,704,Country/Area,920,2020,60,5,0.01066,0.052,0.948,  85 345,4438.2,416479.1,0.93343, 1 882 743,22.06,2.69
VN,704,Country/Area,920,2020,65,5,0.01725,0.08289,0.91711,  80 907,6706.2,388752.1,0.8955, 1 466 264,18.12,2.65
VN,704,Country/Area,920,2020,70,5,0.02793,0.13106,0.86894,  74 200,9724.4,348126.8,0.83494, 1 077 512,14.52,2.65
VN,704,Country/Area,920,2020,75,5,0.04557,0.20544,0.79456,  64 476,13246,290663.7,0.7437,  729 385,11.31,2.61
VN,704,Country/Area,920,2020,80,5,0.07558,0.31892,0.68108,  51 230,16338.1,216167,0.61558,  438 722,8.56,2.55
VN,704,Country/Area,920,2020,85,5,0.12096,0.4613,0.5387,  34 892,16095.7,133068.4,0.47451,  222 555,6.38,2.43
VN,704,Country/Area,920,2020,90,5,0.18007,0.60491,0.39509,  18 796,11369.9,63142.6,0.33769,  89 486,4.76,2.29
VN,704,Country/Area,920,2020,95,5,0.25756,0.73953,0.26047,  7 426,5491.9,21322.4,0.1906,  26 344,3.55,2.12
VN,704,Country/Area,920,2020,100,-1,0.38524,1,0,  1 934,1934.3,5021.2,0,  5 021,2.6,2.6
VN,704,Country/Area,920,2021,0,1,0.01565,0.01543,0.98457,  100 000,1543,98591,0.98257, 7 414 485,74.14,0.09
VN,704,Country/Area,920,2021,1,4,0.00134,0.00536,0.99464,  98 457,527.6,392694.5,0.9944, 7 315 894,74.31,1.85
VN,704,Country/Area,920,2021,5,5,0.00084,0.00417,0.99583,  97 929,408.5,488536,0.99659, 6 923 199,70.7,2.28
VN,704,Country/Area,920,2021,10,5,0.00062,0.00311,0.99689,  97 521,303,486870.3,0.9959, 6 434 663,65.98,2.58
VN,704,Country/Area,920,2021,15,5,0.00112,0.00561,0.99439,  97 218,545.5,484874.7,0.99293, 5 947 793,61.18,2.77
VN,704,Country/Area,920,2021,20,5,0.0016,0.00799,0.99201,  96 673,772.5,481445.9,0.99211, 5 462 918,56.51,2.52
VN,704,Country/Area,920,2021,25,5,0.00156,0.00779,0.99221,  95 900,746.8,477645.8,0.99177, 4 981 473,51.94,2.52
VN,704,Country/Area,920,2021,30,5,0.00177,0.00879,0.99121,  95 153,836.7,473713.7,0.99049, 4 503 827,47.33,2.55
VN,704,Country/Area,920,2021,35,5,0.00212,0.01052,0.98948,  94 317,992.5,469207.9,0.98758, 4 030 113,42.73,2.61
VN,704,Country/Area,920,2021,40,5,0.00293,0.01452,0.98548,  93 324,1355.5,463380.1,0.98325, 3 560 905,38.16,2.61
VN,704,Country/Area,920,2021,45,5,0.00394,0.01953,0.98047,  91 969,1796.1,455619.5,0.97551, 3 097 525,33.68,2.65
VN,704,Country/Area,920,2021,50,5,0.00607,0.02994,0.97006,  90 172,2700,444462.6,0.96556, 2 641 906,29.3,2.63
VN,704,Country/Area,920,2021,55,5,0.00797,0.03908,0.96092,  87 472,3418.8,429157.2,0.9524, 2 197 443,25.12,2.6
VN,704,Country/Area,920,2021,60,5,0.01215,0.05907,0.94093,  84 054,4965.2,408727.3,0.92537, 1 768 286,21.04,2.68
VN,704,Country/Area,920,2021,65,5,0.01926,0.09209,0.90791,  79 088,7283.1,378223.4,0.88518, 1 359 558,17.19,2.64
VN,704,Country/Area,920,2021,70,5,0.03056,0.14248,0.85752,  71 805,10231.1,334796,0.82225,  981 335,13.67,2.63
VN,704,Country/Area,920,2021,75,5,0.04914,0.21968,0.78032,  61 574,13526.9,275287.6,0.72743,  646 539,10.5,2.59
VN,704,Country/Area,920,2021,80,5,0.08205,0.34198,0.65802,  48 047,16431.1,200253.5,0.57124,  371 251,7.73,2.57
VN,704,Country/Area,920,2021,85,5,0.1474,0.53331,0.46669,  31 616,16861.1,114392.1,0.3909,  170 998,5.41,2.41
VN,704,Country/Area,920,2021,90,5,0.23205,0.70326,0.29674,  14 755,10376.6,44716.4,0.23754,  56 606,3.84,2.2
VN,704,Country/Area,920,2021,95,5,0.34952,0.8479,0.1521,  4 378,3712.5,10621.8,0.10662,  11 889,2.72,1.96
VN,704,Country/Area,920,2021,100,-1,0.52538,1,0,666,666,1267.6,0,  1 268,1.9,1.9
VN,704,Country/Area,920,2022,0,1,0.01546,0.01525,0.98475,  100 000,1524.6,98607,0.98278, 7 450 249,74.5,0.09
VN,704,Country/Area,920,2022,1,4,0.00133,0.00529,0.99471,  98 475,520.9,392782.3,0.99449, 7 351 642,74.65,1.85
VN,704,Country/Area,920,2022,5,5,0.00082,0.0041,0.9959,  97 955,401.5,488680.2,0.99665, 6 958 860,71.04,2.28
VN,704,Country/Area,920,2022,10,5,0.00061,0.00306,0.99694,  97 553,298.9,487041.2,0.99595, 6 470 179,66.32,2.58
VN,704,Country/Area,920,2022,15,5,0.00111,0.00555,0.99445,  97 254,539.5,485068.4,0.993, 5 983 138,61.52,2.77
VN,704,Country/Area,920,2022,20,5,0.0016,0.00798,0.99202,  96 715,771.3,481674.2,0.99176, 5 498 070,56.85,2.54
VN,704,Country/Area,920,2022,25,5,0.0017,0.00848,0.99152,  95 943,813.2,477704.8,0.99114, 5 016 396,52.29,2.53
VN,704,Country/Area,920,2022,30,5,0.00186,0.00925,0.99075,  95 130,880,473472.7,0.99029, 4 538 691,47.71,2.53
VN,704,Country/Area,920,2022,35,5,0.00209,0.01042,0.98958,  94 250,981.9,468874.9,0.98811, 4 065 218,43.13,2.58
VN,704,Country/Area,920,2022,40,5,0.00273,0.01354,0.98646,  93 268,1262.6,463300.5,0.98469, 3 596 343,38.56,2.59
VN,704,Country/Area,920,2022,45,5,0.00356,0.01763,0.98237,  92 006,1621.9,456207,0.97788, 3 133 043,34.05,2.64
VN,704,Country/Area,920,2022,50,5,0.00551,0.02722,0.97278,  90 384,2460.1,446114.1,0.96832, 2 676 836,29.62,2.64
VN,704,Country/Area,920,2022,55,5,0.00741,0.03639,0.96361,  87 924,3199.9,431983.4,0.95495, 2 230 721,25.37,2.61
VN,704,Country/Area,920,2022,60,5,0.01161,0.05652,0.94348,  84 724,4788.7,412520.6,0.92774, 1 798 738,21.23,2.68
VN,704,Country/Area,920,2022,65,5,0.01883,0.09017,0.90983,  79 935,7207.8,382713.6,0.88618, 1 386 218,17.34,2.65
VN,704,Country/Area,920,2022,70,5,0.03058,0.14262,0.85738,  72 727,10372.6,339154.6,0.81956, 1 003 504,13.8,2.64
VN,704,Country/Area,920,2022,75,5,0.0506,0.22556,0.77444,  62 355,14064.6,277957.6,0.72045,  664 349,10.65,2.6
VN,704,Country/Area,920,2022,80,5,0.08343,0.34597,0.65403,  48 290,16706.8,200254.7,0.58631,  386 392,8,2.53
VN,704,Country/Area,920,2022,85,5,0.1331,0.49481,0.50519,  31 583,15627.7,117411.2,0.43652,  186 137,5.89,2.41
VN,704,Country/Area,920,2022,90,5,0.2025,0.65046,0.34954,  15 956,10378.4,51252.5,0.2902,  68 726,4.31,2.25
VN,704,Country/Area,920,2022,95,5,0.29716,0.79247,0.20753,  5 577,4419.7,14873.3,0.1488,  17 473,3.13,2.06
VN,704,Country/Area,920,2022,100,-1,0.44516,1,0,  1 157,1157.4,2600.1,0,  2 600,2.25,2.25
VN,704,Country/Area,920,2023,0,1,0.01528,0.01507,0.98493,  100 000,1506.7,98622.6,0.98298, 7 458 832,74.59,0.09
VN,704,Country/Area,920,2023,1,4,0.00131,0.00523,0.99477,  98 493,515.2,392866.2,0.99456, 7 360 209,74.73,1.85
VN,704,Country/Area,920,2023,5,5,0.00081,0.00403,0.99597,  97 978,395,488815.7,0.9967, 6 967 343,71.11,2.28
VN,704,Country/Area,920,2023,10,5,0.00061,0.00302,0.99698,  97 583,295.1,487201.8,0.99599, 6 478 528,66.39,2.58
VN,704,Country/Area,920,2023,15,5,0.0011,0.00549,0.99451,  97 288,534.4,485249.4,0.99308, 5 991 326,61.58,2.77
VN,704,Country/Area,920,2023,20,5,0.00158,0.00789,0.99211,  96 754,763.2,481890.3,0.99184, 5 506 076,56.91,2.54
VN,704,Country/Area,920,2023,25,5,0.00168,0.00839,0.99161,  95 990,805.2,477959.9,0.99124, 5 024 186,52.34,2.53
VN,704,Country/Area,920,2023,30,5,0.00184,0.00915,0.99085,  95 185,870.9,473772.5,0.99039, 4 546 226,47.76,2.53
VN,704,Country/Area,920,2023,35,5,0.00207,0.01032,0.98968,  94 314,973.4,469218.3,0.98822, 4 072 454,43.18,2.58
VN,704,Country/Area,920,2023,40,5,0.0027,0.01342,0.98658,  93 341,1252.6,463688.8,0.98482, 3 603 235,38.6,2.59
VN,704,Country/Area,920,2023,45,5,0.00353,0.01749,0.98251,  92 088,1610.8,456648.2,0.97802, 3 139 547,34.09,2.64
VN,704,Country/Area,920,2023,50,5,0.00549,0.02708,0.97292,  90 478,2450.3,446609.4,0.96849, 2 682 898,29.65,2.64
VN,704,Country/Area,920,2023,55,5,0.00737,0.03621,0.96379,  88 027,3187.5,432536.1,0.95507, 2 236 289,25.4,2.62
VN,704,Country/Area,920,2023,60,5,0.01157,0.05636,0.94364,  84 840,4781.4,413100.4,0.9281, 1 803 753,21.26,2.68
VN,704,Country/Area,920,2023,65,5,0.01875,0.08979,0.91021,  80 058,7188.1,383396.8,0.88657, 1 390 653,17.37,2.65
VN,704,Country/Area,920,2023,70,5,0.03047,0.14211,0.85789,  72 870,10355.8,339910,0.82022, 1 007 256,13.82,2.64
VN,704,Country/Area,920,2023,75,5,0.05047,0.22508,0.77492,  62 515,14070.6,278801.6,0.72107,  667 346,10.68,2.6
VN,704,Country/Area,920,2023,80,5,0.08309,0.34481,0.65519,  48 444,16704,201036.5,0.58753,  388 544,8.02,2.53
VN,704,Country/Area,920,2023,85,5,0.13264,0.49359,0.50641,  31 740,15666.4,118115.1,0.43766,  187 508,5.91,2.41
VN,704,Country/Area,920,2023,90,5,0.2019,0.64931,0.35069,  16 074,10436.8,51693.7,0.29124,  69 393,4.32,2.25
VN,704,Country/Area,920,2023,95,5,0.29637,0.79157,0.20843,  5 637,4461.9,15055.3,0.14936,  17 699,3.14,2.06
VN,704,Country/Area,920,2023,100,-1,0.44442,1,0,  1 175,1174.9,2643.6,0,  2 644,2.25,2.25
