ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,Age (x),Age interval (n),"Central death rate m(x,n)","Probability of dying q(x,n)","Probability of surviving p(x,n)",Number of survivors l(x),"Number of deaths d(x,n)","Number of person-years lived L(x,n)","Survival ratio S(x,n)",Person-years lived T(x),Expectation of life e(x),"Average number of years lived a(x,n)"
VN,704,Country/Area,920,2005,45,5,0.00231,0.01148,0.98852,  94 508,1084.8,469973.8,0.98563, 3 437 385,36.37,2.63
VN,704,Country/Area,920,2005,50,5,0.00358,0.01777,0.98223,  93 423,1659.9,463220.1,0.97915, 2 967 411,31.76,2.65
VN,704,Country/Area,920,2005,55,5,0.00487,0.02408,0.97592,  91 763,2210.1,453563.3,0.96960, 2 504 191,27.29,2.62
VN,704,Country/Area,920,2005,60,5,0.00794,0.03901,0.96099,  89 553,3493.4,439773.6,0.94837, 2 050 628,22.90,2.71
VN,704,Country/Area,920,2005,65,5,0.01372,0.06651,0.93349,  86 060,5723.9,417066.3,0.91236, 1 610 854,18.72,2.69
VN,704,Country/Area,920,2005,70,5,0.02393,0.11336,0.88664,  80 336,9106.7,380513.7,0.85217, 1 193 788,14.86,2.68
VN,704,Country/Area,920,2005,75,5,0.04175,0.19006,0.80994,  71 229,13538.0,324261.4,0.75473,  813 274,11.42,2.64
VN,704,Country/Area,920,2005,80,5,0.07358,0.31212,0.68788,  57 691,18006.7,244729.9,0.61800,  489 013,8.48,2.57
VN,704,Country/Area,920,2005,85,5,0.12241,0.46653,0.53347,  39 685,18514.2,151243.0,0.45684,  244 283,6.16,2.45
VN,704,Country/Area,920,2005,90,5,0.19546,0.63793,0.36207,  21 171,13505.3,69093.7,0.29681,  93 040,4.39,2.28
VN,704,Country/Area,920,2005,95,5,0.29685,0.79420,0.20580,  7 665,6087.7,20507.8,0.14360,  23 946,3.12,2.07
VN,704,Country/Area,920,2005,100,-1,0.45874,1.00000,0,  1 577,1577.5,3438.7,0,  3 439,2.18,2.18
VN,704,Country/Area,920,2006,0,1,0.01499,0.01478,0.98522,  100 000,1478.4,98661.0,0.98280, 7 804 932,78.05,0.09
VN,704,Country/Area,920,2006,1,4,0.00143,0.00569,0.99431,  98 522,560.6,392738.5,0.99550, 7 706 271,78.22,1.60
VN,704,Country/Area,920,2006,5,5,0.00045,0.00223,0.99777,  97 961,218.2,489190.3,0.99816, 7 313 533,74.66,2.18
VN,704,Country/Area,920,2006,10,5,0.00036,0.00181,0.99819,  97 743,176.9,488292.1,0.99776, 6 824 342,69.82,2.62
VN,704,Country/Area,920,2006,15,5,0.00056,0.00278,0.99722,  97 566,271.0,487200.1,0.99664, 6 336 050,64.94,2.68
VN,704,Country/Area,920,2006,20,5,0.00078,0.00389,0.99611,  97 295,378.8,485561.8,0.99572, 5 848 850,60.11,2.59
VN,704,Country/Area,920,2006,25,5,0.00093,0.00462,0.99538,  96 916,448.2,483481.6,0.99513, 5 363 288,55.34,2.55
VN,704,Country/Area,920,2006,30,5,0.00102,0.00508,0.99492,  96 468,490.0,481125.7,0.99458, 4 879 807,50.58,2.52
VN,704,Country/Area,920,2006,35,5,0.00121,0.00602,0.99398,  95 978,577.3,478520.1,0.99267, 4 398 681,45.83,2.63
VN,704,Country/Area,920,2006,40,5,0.00176,0.00876,0.99124,  95 400,835.4,475013.9,0.99002, 3 920 161,41.09,2.62
VN,704,Country/Area,920,2006,45,5,0.00229,0.01141,0.98859,  94 565,1079.1,470271.7,0.98572, 3 445 147,36.43,2.63
VN,704,Country/Area,920,2006,50,5,0.00356,0.01765,0.98235,  93 486,1650.2,463555.9,0.97929, 2 974 875,31.82,2.65
VN,704,Country/Area,920,2006,55,5,0.00484,0.02392,0.97608,  91 836,2196.8,453956.3,0.96981, 2 511 320,27.35,2.62
VN,704,Country/Area,920,2006,60,5,0.00789,0.03873,0.96127,  89 639,3471.9,440251.0,0.94873, 2 057 363,22.95,2.71
VN,704,Country/Area,920,2006,65,5,0.01363,0.06605,0.93395,  86 167,5691.5,417678.7,0.91294, 1 617 112,18.77,2.69
VN,704,Country/Area,920,2006,70,5,0.02377,0.11261,0.88739,  80 476,9062.3,381317.6,0.85311, 1 199 434,14.90,2.68
VN,704,Country/Area,920,2006,75,5,0.04146,0.18888,0.81112,  71 413,13488.8,325306.1,0.75613,  818 116,11.46,2.65
VN,704,Country/Area,920,2006,80,5,0.07311,0.31046,0.68954,  57 924,17983.1,245973.1,0.61982,  492 810,8.51,2.57
VN,704,Country/Area,920,2006,85,5,0.12169,0.46450,0.53550,  39 941,18552.9,152458.2,0.45885,  246 837,6.18,2.45
VN,704,Country/Area,920,2006,90,5,0.19442,0.63591,0.36409,  21 388,13601.1,69956.2,0.29860,  94 379,4.41,2.28
VN,704,Country/Area,920,2006,95,5,0.29549,0.79262,0.20738,  7 787,6172.5,20889.0,0.14468,  24 422,3.14,2.08
VN,704,Country/Area,920,2006,100,-1,0.45706,1.00000,0,  1 615,1614.9,3533.3,0,  3 533,2.19,2.19
VN,704,Country/Area,920,2007,0,1,0.01468,0.01448,0.98552,  100 000,1448.3,98687.0,0.98317, 7 815 162,78.15,0.09
VN,704,Country/Area,920,2007,1,4,0.00139,0.00554,0.99446,  98 552,546.1,392896.9,0.99560, 7 716 475,78.30,1.60
VN,704,Country/Area,920,2007,5,5,0.00044,0.00219,0.99781,  98 006,215.0,489422.5,0.99819, 7 323 578,74.73,2.19
VN,704,Country/Area,920,2007,10,5,0.00036,0.00178,0.99822,  97 791,174.5,488537.4,0.99779, 6 834 156,69.89,2.62
VN,704,Country/Area,920,2007,15,5,0.00055,0.00275,0.99725,  97 616,268.8,487457.1,0.99666, 6 345 618,65.01,2.68
VN,704,Country/Area,920,2007,20,5,0.00077,0.00386,0.99614,  97 347,376.0,485830.9,0.99575, 5 858 161,60.18,2.59
VN,704,Country/Area,920,2007,25,5,0.00092,0.00459,0.99541,  96 971,444.9,483766.2,0.99517, 5 372 330,55.40,2.55
VN,704,Country/Area,920,2007,30,5,0.00101,0.00504,0.99496,  96 526,486.1,481428.3,0.99463, 4 888 564,50.64,2.52
VN,704,Country/Area,920,2007,35,5,0.00120,0.00596,0.99404,  96 040,572.8,478843.5,0.99273, 4 407 136,45.89,2.63
VN,704,Country/Area,920,2007,40,5,0.00174,0.00869,0.99131,  95 467,829.3,475363.9,0.99010, 3 928 292,41.15,2.62
VN,704,Country/Area,920,2007,45,5,0.00228,0.01132,0.98868,  94 638,1071.4,470656.0,0.98583, 3 452 928,36.49,2.63
VN,704,Country/Area,920,2007,50,5,0.00353,0.01752,0.98248,  93 567,1639.4,463985.7,0.97944, 2 982 272,31.87,2.65
VN,704,Country/Area,920,2007,55,5,0.00480,0.02375,0.97625,  91 927,2183.0,454447.4,0.97002, 2 518 287,27.39,2.62
VN,704,Country/Area,920,2007,60,5,0.00783,0.03846,0.96154,  89 744,3451.8,440824.9,0.94907, 2 063 839,23.00,2.71
VN,704,Country/Area,920,2007,65,5,0.01354,0.06564,0.93436,  86 293,5663.9,418372.0,0.91346, 1 623 014,18.81,2.69
VN,704,Country/Area,920,2007,70,5,0.02362,0.11197,0.88803,  80 629,9027.9,382167.4,0.85389, 1 204 642,14.94,2.68
VN,704,Country/Area,920,2007,75,5,0.04124,0.18794,0.81206,  71 601,13456.9,326327.2,0.75724,  822 475,11.49,2.65
VN,704,Country/Area,920,2007,80,5,0.07274,0.30913,0.69087,  58 144,17974.2,247108.0,0.62127,  496 148,8.53,2.57
VN,704,Country/Area,920,2007,85,5,0.12111,0.46287,0.53713,  40 170,18593.5,153520.4,0.46048,  249 040,6.20,2.45
VN,704,Country/Area,920,2007,90,5,0.19358,0.63427,0.36573,  21 576,13685.1,70693.4,0.30006,  95 520,4.43,2.28
VN,704,Country/Area,920,2007,95,5,0.29438,0.79131,0.20869,  7 891,6244.3,21212.1,0.14557,  24 826,3.15,2.08
VN,704,Country/Area,920,2007,100,-1,0.45566,1.00000,0,  1 647,1646.8,3614.1,0,  3 614,2.19,2.19
VN,704,Country/Area,920,2008,0,1,0.01442,0.01424,0.98576,  100 000,1423.6,98708.4,0.98346, 7 821 287,78.21,0.09
VN,704,Country/Area,920,2008,1,4,0.00137,0.00544,0.99456,  98 576,536.5,393022.7,0.99565, 7 722 579,78.34,1.61
VN,704,Country/Area,920,2008,5,5,0.00044,0.00220,0.99780,  98 040,215.5,489593.6,0.99819, 7 329 556,74.76,2.19
VN,704,Country/Area,920,2008,10,5,0.00036,0.00178,0.99822,  97 824,174.3,488706.5,0.99779, 6 839 962,69.92,2.62
VN,704,Country/Area,920,2008,15,5,0.00055,0.00275,0.99725,  97 650,268.2,487628.5,0.99667, 6 351 256,65.04,2.68
VN,704,Country/Area,920,2008,20,5,0.00077,0.00385,0.99615,  97 382,375.0,486006.0,0.99576, 5 863 627,60.21,2.59
VN,704,Country/Area,920,2008,25,5,0.00092,0.00457,0.99543,  97 007,443.7,483946.9,0.99518, 5 377 621,55.44,2.55
VN,704,Country/Area,920,2008,30,5,0.00101,0.00502,0.99498,  96 563,485.0,481614.5,0.99465, 4 893 674,50.68,2.52
VN,704,Country/Area,920,2008,35,5,0.00119,0.00595,0.99405,  96 078,571.5,479035.5,0.99275, 4 412 060,45.92,2.63
VN,704,Country/Area,920,2008,40,5,0.00174,0.00866,0.99134,  95 507,827.0,475564.6,0.99013, 3 933 024,41.18,2.62
VN,704,Country/Area,920,2008,45,5,0.00227,0.01128,0.98872,  94 680,1068.3,470870.1,0.98588, 3 457 460,36.52,2.63
VN,704,Country/Area,920,2008,50,5,0.00352,0.01746,0.98254,  93 611,1634.2,464220.2,0.97952, 2 986 590,31.90,2.65
VN,704,Country/Area,920,2008,55,5,0.00479,0.02366,0.97634,  91 977,2176.0,454712.4,0.97014, 2 522 369,27.42,2.62
VN,704,Country/Area,920,2008,60,5,0.00780,0.03831,0.96169,  89 801,3440.5,441134.4,0.94926, 2 067 657,23.02,2.71
VN,704,Country/Area,920,2008,65,5,0.01349,0.06539,0.93461,  86 361,5647.1,418751.9,0.91378, 1 626 523,18.83,2.69
VN,704,Country/Area,920,2008,70,5,0.02353,0.11157,0.88843,  80 713,9005.5,382645.4,0.85438, 1 207 771,14.96,2.68
VN,704,Country/Area,920,2008,75,5,0.04109,0.18734,0.81266,  71 708,13433.5,326923.3,0.75796,  825 126,11.51,2.65
VN,704,Country/Area,920,2008,80,5,0.07250,0.30828,0.69172,  58 274,17965.0,247794.1,0.62219,  498 202,8.55,2.57
VN,704,Country/Area,920,2008,85,5,0.12075,0.46184,0.53816,  40 309,18616.5,154176.2,0.46151,  250 408,6.21,2.46
VN,704,Country/Area,920,2008,90,5,0.19306,0.63324,0.36676,  21 693,13737.0,71153.9,0.30095,  96 232,4.44,2.28
VN,704,Country/Area,920,2008,95,5,0.29371,0.79052,0.20948,  7 956,6289.4,21413.8,0.14611,  25 078,3.15,2.08
VN,704,Country/Area,920,2008,100,-1,0.45486,1.00000,0,  1 667,1666.6,3664.2,0,  3 664,2.20,2.20
VN,704,Country/Area,920,2009,0,1,0.01420,0.01402,0.98598,  100 000,1402.0,98727.1,0.98372, 7 827 189,78.27,0.09
VN,704,Country/Area,920,2009,1,4,0.00134,0.00535,0.99465,  98 598,527.1,393135.0,0.99571, 7 728 462,78.38,1.62
VN,704,Country/Area,920,2009,5,5,0.00044,0.00219,0.99781,  98 071,215.1,489750.5,0.99819, 7 335 327,74.80,2.19
VN,704,Country/Area,920,2009,10,5,0.00036,0.00178,0.99822,  97 856,173.8,488864.8,0.99780, 6 845 577,69.96,2.62
VN,704,Country/Area,920,2009,15,5,0.00055,0.00274,0.99726,  97 682,267.4,487790.3,0.99668, 6 356 712,65.08,2.68
VN,704,Country/Area,920,2009,20,5,0.00077,0.00384,0.99616,  97 415,373.9,486172.3,0.99578, 5 868 922,60.25,2.59
VN,704,Country/Area,920,2009,25,5,0.00091,0.00456,0.99544,  97 041,442.5,484119.4,0.99520, 5 382 749,55.47,2.55
VN,704,Country/Area,920,2009,30,5,0.00100,0.00501,0.99499,  96 598,483.7,481793.4,0.99466, 4 898 630,50.71,2.52
VN,704,Country/Area,920,2009,35,5,0.00119,0.00593,0.99407,  96 115,569.9,479221.7,0.99278, 4 416 837,45.95,2.63
VN,704,Country/Area,920,2009,40,5,0.00173,0.00863,0.99137,  95 545,824.6,475760.8,0.99016, 3 937 615,41.21,2.62
VN,704,Country/Area,920,2009,45,5,0.00226,0.01124,0.98876,  94 720,1064.9,471080.8,0.98593, 3 461 854,36.55,2.63
VN,704,Country/Area,920,2009,50,5,0.00351,0.01739,0.98261,  93 655,1629.0,464451.9,0.97959, 2 990 773,31.93,2.65
VN,704,Country/Area,920,2009,55,5,0.00477,0.02357,0.97643,  92 026,2169.0,454974.5,0.97025, 2 526 321,27.45,2.62
VN,704,Country/Area,920,2009,60,5,0.00777,0.03817,0.96183,  89 857,3429.6,441440.0,0.94945, 2 071 347,23.05,2.71
VN,704,Country/Area,920,2009,65,5,0.01344,0.06515,0.93485,  86 428,5631.2,419124.5,0.91407, 1 629 907,18.86,2.69
VN,704,Country/Area,920,2009,70,5,0.02345,0.11120,0.88880,  80 796,8984.5,383110.6,0.85484, 1 210 782,14.99,2.68
VN,704,Country/Area,920,2009,75,5,0.04095,0.18677,0.81323,  71 812,13412.3,327497.1,0.75863,  827 672,11.53,2.65
VN,704,Country/Area,920,2009,80,5,0.07227,0.30748,0.69252,  58 399,17956.6,248449.3,0.62308,  500 175,8.56,2.57
VN,704,Country/Area,920,2009,85,5,0.12040,0.46085,0.53915,  40 443,18638.0,154802.8,0.46250,  251 725,6.22,2.46
VN,704,Country/Area,920,2009,90,5,0.19255,0.63224,0.36776,  21 805,13785.8,71596.9,0.30185,  96 923,4.45,2.29
VN,704,Country/Area,920,2009,95,5,0.29303,0.78971,0.21029,  8 019,6332.7,21611.2,0.14667,  25 326,3.16,2.08
VN,704,Country/Area,920,2009,100,-1,0.45399,1.00000,0,  1 686,1686.3,3714.4,0,  3 714,2.20,2.20
VN,704,Country/Area,920,2010,0,1,0.01403,0.01385,0.98615,  100 000,1385.0,98741.8,0.98394, 7 837 667,78.38,0.09
VN,704,Country/Area,920,2010,1,4,0.00131,0.00524,0.99476,  98 615,517.0,393228.3,0.99578, 7 738 926,78.48,1.62
VN,704,Country/Area,920,2010,5,5,0.00043,0.00216,0.99784,  98 098,211.9,489894.6,0.99822, 7 345 697,74.88,2.19
VN,704,Country/Area,920,2010,10,5,0.00035,0.00175,0.99825,  97 886,171.4,489022.0,0.99783, 6 855 803,70.04,2.62
VN,704,Country/Area,920,2010,15,5,0.00054,0.00271,0.99729,  97 715,264.9,487959.8,0.99671, 6 366 781,65.16,2.68
VN,704,Country/Area,920,2010,20,5,0.00076,0.00380,0.99620,  97 450,370.6,486356.2,0.99582, 5 878 821,60.33,2.59
VN,704,Country/Area,920,2010,25,5,0.00091,0.00452,0.99548,  97 079,438.5,484321.8,0.99524, 5 392 465,55.55,2.55
VN,704,Country/Area,920,2010,30,5,0.00099,0.00496,0.99504,  96 641,479.1,482017.2,0.99472, 4 908 143,50.79,2.52
VN,704,Country/Area,920,2010,35,5,0.00118,0.00587,0.99413,  96 162,564.5,479469.8,0.99285, 4 426 126,46.03,2.63
VN,704,Country/Area,920,2010,40,5,0.00172,0.00855,0.99145,  95 597,817.3,476040.2,0.99025, 3 946 656,41.28,2.62
VN,704,Country/Area,920,2010,45,5,0.00224,0.01114,0.98886,  94 780,1055.9,471400.6,0.98605, 3 470 616,36.62,2.63
VN,704,Country/Area,920,2010,50,5,0.00348,0.01724,0.98276,  93 724,1616.1,464825.9,0.97977, 2 999 215,32.00,2.65
VN,704,Country/Area,920,2010,55,5,0.00473,0.02337,0.97663,  92 108,2152.5,455422.0,0.97050, 2 534 389,27.52,2.62
VN,704,Country/Area,920,2010,60,5,0.00770,0.03785,0.96215,  89 955,3405.2,441987.3,0.94985, 2 078 967,23.11,2.71
VN,704,Country/Area,920,2010,65,5,0.01333,0.06465,0.93535,  86 550,5595.8,419820.9,0.91471, 1 636 980,18.91,2.69
VN,704,Country/Area,920,2010,70,5,0.02327,0.11040,0.88960,  80 954,8937.3,384014.0,0.85583, 1 217 159,15.04,2.68
VN,704,Country/Area,920,2010,75,5,0.04066,0.18553,0.81447,  72 017,13361.6,328652.2,0.76012,  833 145,11.57,2.65
VN,704,Country/Area,920,2010,80,5,0.07177,0.30567,0.69433,  58 655,17929.0,249814.8,0.62512,  504 493,8.60,2.58
VN,704,Country/Area,920,2010,85,5,0.11958,0.45852,0.54148,  40 726,18673.9,156163.9,0.46485,  254 678,6.25,2.46
VN,704,Country/Area,920,2010,90,5,0.19131,0.62977,0.37023,  22 053,13888.0,72593.0,0.30417,  98 514,4.47,2.29
VN,704,Country/Area,920,2010,95,5,0.29120,0.78755,0.21245,  8 164,6430.0,22080.6,0.14816,  25 921,3.17,2.09
VN,704,Country/Area,920,2010,100,-1,0.45163,1.00000,0,  1 735,1734.5,3840.6,0,  3 841,2.21,2.21
VN,704,Country/Area,920,2011,0,1,0.01386,0.01369,0.98631,  100 000,1368.9,98755.8,0.98413, 7 843 853,78.44,0.09
VN,704,Country/Area,920,2011,1,4,0.00130,0.00517,0.99483,  98 631,509.9,393311.7,0.99583, 7 745 097,78.53,1.62
VN,704,Country/Area,920,2011,5,5,0.00043,0.00215,0.99785,  98 121,211.0,490013.3,0.99823, 7 351 785,74.93,2.19
VN,704,Country/Area,920,2011,10,5,0.00035,0.00174,0.99826,  97 910,170.6,489144.4,0.99784, 6 861 772,70.08,2.62
VN,704,Country/Area,920,2011,15,5,0.00054,0.00270,0.99730,  97 740,263.7,488087.3,0.99673, 6 372 628,65.20,2.68
VN,704,Country/Area,920,2011,20,5,0.00076,0.00379,0.99621,  97 476,369.1,486490.3,0.99584, 5 884 540,60.37,2.59
VN,704,Country/Area,920,2011,25,5,0.00090,0.00450,0.99550,  97 107,436.6,484464.5,0.99526, 5 398 050,55.59,2.55
VN,704,Country/Area,920,2011,30,5,0.00099,0.00494,0.99506,  96 670,477.1,482169.4,0.99474, 4 913 585,50.83,2.52
VN,704,Country/Area,920,2011,35,5,0.00117,0.00584,0.99416,  96 193,562.2,479632.6,0.99288, 4 431 416,46.07,2.63
VN,704,Country/Area,920,2011,40,5,0.00171,0.00851,0.99149,  95 631,813.8,476217.4,0.99030, 3 951 784,41.32,2.62
VN,704,Country/Area,920,2011,45,5,0.00223,0.01109,0.98891,  94 817,1051.4,471597.5,0.98612, 3 475 566,36.66,2.63
VN,704,Country/Area,920,2011,50,5,0.00346,0.01716,0.98284,  93 766,1609.3,465050.8,0.97986, 3 003 969,32.04,2.65
VN,704,Country/Area,920,2011,55,5,0.00470,0.02326,0.97674,  92 156,2143.5,455686.5,0.97064, 2 538 918,27.55,2.62
VN,704,Country/Area,920,2011,60,5,0.00767,0.03768,0.96232,  90 013,3391.4,442307.4,0.95008, 2 083 231,23.14,2.71
VN,704,Country/Area,920,2011,65,5,0.01327,0.06437,0.93563,  86 621,5575.7,420225.7,0.91507, 1 640 924,18.94,2.69
VN,704,Country/Area,920,2011,70,5,0.02317,0.10995,0.89005,  81 046,8910.8,384535.3,0.85639, 1 220 698,15.06,2.68
VN,704,Country/Area,920,2011,75,5,0.04049,0.18485,0.81515,  72 135,13334.1,329312.2,0.76093,  836 163,11.59,2.65
VN,704,Country/Area,920,2011,80,5,0.07150,0.30470,0.69530,  58 801,17916.4,250584.3,0.62618,  506 851,8.62,2.58
VN,704,Country/Area,920,2011,85,5,0.11916,0.45732,0.54268,  40 884,18697.4,156912.0,0.46605,  256 266,6.27,2.46
VN,704,Country/Area,920,2011,90,5,0.19070,0.62856,0.37144,  22 187,13945.9,73128.9,0.30525,  99 354,4.48,2.29
VN,704,Country/Area,920,2011,95,5,0.29040,0.78658,0.21342,  8 241,6482.4,22322.4,0.14883,  26 225,3.18,2.09
VN,704,Country/Area,920,2011,100,-1,0.45063,1.00000,0,  1 759,1758.8,3903.0,0,  3 903,2.22,2.22
VN,704,Country/Area,920,2012,0,1,0.01371,0.01354,0.98646,  100 000,1354.0,98768.7,0.98431, 7 846 476,78.46,0.09
VN,704,Country/Area,920,2012,1,4,0.00128,0.00512,0.99488,  98 646,504.8,393385.3,0.99586, 7 747 707,78.54,1.63
VN,704,Country/Area,920,2012,5,5,0.00043,0.00215,0.99785,  98 141,210.8,490114.2,0.99823, 7 354 322,74.94,2.19
VN,704,Country/Area,920,2012,10,5,0.00035,0.00174,0.99826,  97 930,170.3,489246.0,0.99784, 6 864 208,70.09,2.62
VN,704,Country/Area,920,2012,15,5,0.00054,0.00269,0.99731,  97 760,263.5,488190.4,0.99673, 6 374 962,65.21,2.68
VN,704,Country/Area,920,2012,20,5,0.00076,0.00378,0.99622,  97 497,368.7,486594.9,0.99584, 5 886 772,60.38,2.59
VN,704,Country/Area,920,2012,25,5,0.00090,0.00449,0.99551,  97 128,436.2,484571.3,0.99527, 5 400 177,55.60,2.55
VN,704,Country/Area,920,2012,30,5,0.00099,0.00493,0.99507,  96 692,476.7,482278.4,0.99475, 4 915 605,50.84,2.52
VN,704,Country/Area,920,2012,35,5,0.00117,0.00584,0.99416,  96 215,561.6,479744.0,0.99289, 4 433 327,46.08,2.63
VN,704,Country/Area,920,2012,40,5,0.00171,0.00850,0.99150,  95 653,812.9,476332.5,0.99031, 3 953 583,41.33,2.62
VN,704,Country/Area,920,2012,45,5,0.00223,0.01107,0.98893,  94 841,1050.1,471718.2,0.98614, 3 477 250,36.66,2.63
VN,704,Country/Area,920,2012,50,5,0.00346,0.01714,0.98286,  93 790,1607.2,465179.8,0.97990, 3 005 532,32.05,2.65
VN,704,Country/Area,920,2012,55,5,0.00470,0.02322,0.97678,  92 183,2140.7,455827.5,0.97069, 2 540 352,27.56,2.62
VN,704,Country/Area,920,2012,60,5,0.00765,0.03762,0.96238,  90 043,3387.0,442466.2,0.95015, 2 084 525,23.15,2.71
VN,704,Country/Area,920,2012,65,5,0.01325,0.06428,0.93572,  86 656,5570.3,420409.7,0.91517, 1 642 059,18.95,2.69
VN,704,Country/Area,920,2012,70,5,0.02315,0.10983,0.89017,  81 085,8905.4,384747.3,0.85652, 1 221 649,15.07,2.68
VN,704,Country/Area,920,2012,75,5,0.04046,0.18471,0.81529,  72 180,13332.3,329543.9,0.76108,  836 902,11.59,2.65
VN,704,Country/Area,920,2012,80,5,0.07146,0.30455,0.69545,  58 848,17922.2,250807.7,0.62631,  507 358,8.62,2.58
VN,704,Country/Area,920,2012,85,5,0.11912,0.45722,0.54278,  40 925,18711.7,157083.3,0.46612,  256 550,6.27,2.46
VN,704,Country/Area,920,2012,90,5,0.19070,0.62856,0.37144,  22 214,13962.7,73219.3,0.30518,  99 467,4.48,2.29
VN,704,Country/Area,920,2012,95,5,0.29050,0.78671,0.21329,  8 251,6491.2,22344.9,0.14868,  26 247,3.18,2.09
VN,704,Country/Area,920,2012,100,-1,0.45094,1.00000,0,  1 760,1759.8,3902.5,0,  3 903,2.22,2.22
VN,704,Country/Area,920,2013,0,1,0.01359,0.01343,0.98657,  100 000,1342.8,98778.4,0.98444, 7 852 432,78.52,0.09
VN,704,Country/Area,920,2013,1,4,0.00127,0.00508,0.99492,  98 657,501.2,393439.6,0.99588, 7 753 653,78.59,1.63
VN,704,Country/Area,920,2013,5,5,0.00043,0.00215,0.99785,  98 156,210.7,490188.4,0.99823, 7 360 214,74.98,2.19
VN,704,Country/Area,920,2013,10,5,0.00035,0.00173,0.99827,  97 945,169.9,489320.8,0.99785, 6 870 025,70.14,2.61
VN,704,Country/Area,920,2013,15,5,0.00054,0.00268,0.99732,  97 775,262.5,488268.9,0.99675, 6 380 705,65.26,2.68
VN,704,Country/Area,920,2013,20,5,0.00075,0.00376,0.99624,  97 513,367.1,486679.7,0.99586, 5 892 436,60.43,2.59
VN,704,Country/Area,920,2013,25,5,0.00090,0.00447,0.99553,  97 146,434.3,484664.9,0.99529, 5 405 756,55.65,2.55
VN,704,Country/Area,920,2013,30,5,0.00098,0.00491,0.99509,  96 711,474.7,482381.7,0.99477, 4 921 091,50.88,2.52
VN,704,Country/Area,920,2013,35,5,0.00117,0.00581,0.99419,  96 237,559.2,479858.2,0.99292, 4 438 709,46.12,2.63
VN,704,Country/Area,920,2013,40,5,0.00170,0.00846,0.99154,  95 678,809.2,476461.9,0.99036, 3 958 851,41.38,2.62
VN,704,Country/Area,920,2013,45,5,0.00221,0.01102,0.98898,  94 868,1045.2,471869.1,0.98621, 3 482 389,36.71,2.63
VN,704,Country/Area,920,2013,50,5,0.00344,0.01705,0.98295,  93 823,1599.5,465361.8,0.98000, 3 010 520,32.09,2.65
VN,704,Country/Area,920,2013,55,5,0.00467,0.02310,0.97690,  92 224,2130.4,456054.2,0.97084, 2 545 158,27.60,2.62
VN,704,Country/Area,920,2013,60,5,0.00761,0.03742,0.96258,  90 093,3371.0,442756.6,0.95041, 2 089 104,23.19,2.71
VN,704,Country/Area,920,2013,65,5,0.01318,0.06396,0.93604,  86 722,5546.7,420798.9,0.91558, 1 646 347,18.98,2.69
VN,704,Country/Area,920,2013,70,5,0.02303,0.10931,0.89069,  81 176,8873.4,385275.1,0.85717, 1 225 549,15.10,2.68
VN,704,Country/Area,920,2013,75,5,0.04026,0.18390,0.81610,  72 302,13296.7,330245.3,0.76203,  840 273,11.62,2.65
VN,704,Country/Area,920,2013,80,5,0.07114,0.30341,0.69659,  59 005,17902.8,251658.2,0.62756,  510 028,8.64,2.58
VN,704,Country/Area,920,2013,85,5,0.11863,0.45581,0.54419,  41 103,18735.0,157931.5,0.46752,  258 370,6.29,2.46
VN,704,Country/Area,920,2013,90,5,0.18998,0.62714,0.37286,  22 368,14027.7,73836.9,0.30643,  100 438,4.49,2.29
VN,704,Country/Area,920,2013,95,5,0.28957,0.78559,0.21441,  8 340,6551.8,22626.0,0.14945,  26 602,3.19,2.09
VN,704,Country/Area,920,2013,100,-1,0.44978,1.00000,0,  1 788,1788.1,3975.5,0,  3 976,2.22,2.22
VN,704,Country/Area,920,2014,0,1,0.01345,0.01329,0.98671,  100 000,1329.0,98790.5,0.98461, 7 859 825,78.60,0.09
VN,704,Country/Area,920,2014,1,4,0.00126,0.00501,0.99499,  98 671,494.4,393512.9,0.99592, 7 761 035,78.66,1.63
VN,704,Country/Area,920,2014,5,5,0.00043,0.00213,0.99787,  98 177,209.1,490296.6,0.99824, 7 367 522,75.04,2.19
VN,704,Country/Area,920,2014,10,5,0.00034,0.00172,0.99828,  97 968,168.6,489435.5,0.99787, 6 877 225,70.20,2.61
VN,704,Country/Area,920,2014,15,5,0.00053,0.00267,0.99733,  97 799,260.9,488390.7,0.99677, 6 387 790,65.32,2.68
VN,704,Country/Area,920,2014,20,5,0.00075,0.00374,0.99626,  97 538,365.0,486810.9,0.99589, 5 899 399,60.48,2.59
VN,704,Country/Area,920,2014,25,5,0.00089,0.00444,0.99556,  97 173,431.8,484807.8,0.99532, 5 412 588,55.70,2.55
VN,704,Country/Area,920,2014,30,5,0.00098,0.00488,0.99512,  96 741,471.9,482537.7,0.99480, 4 927 781,50.94,2.52
VN,704,Country/Area,920,2014,35,5,0.00116,0.00577,0.99423,  96 269,556.0,480028.8,0.99297, 4 445 243,46.18,2.63
VN,704,Country/Area,920,2014,40,5,0.00169,0.00841,0.99159,  95 713,804.5,476652.1,0.99042, 3 965 214,41.43,2.62
VN,704,Country/Area,920,2014,45,5,0.00220,0.01095,0.98905,  94 909,1039.1,472086.1,0.98630, 3 488 562,36.76,2.63
VN,704,Country/Area,920,2014,50,5,0.00342,0.01694,0.98306,  93 870,1590.4,465616.3,0.98012, 3 016 476,32.13,2.65
