ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,Age (x),Age interval (n),"Central death rate m(x,n)","Probability of dying q(x,n)","Probability of surviving p(x,n)",Number of survivors l(x),"Number of deaths d(x,n)","Number of person-years lived L(x,n)","Survival ratio S(x,n)",Person-years lived T(x),Expectation of life e(x),"Average number of years lived a(x,n)"
VN,704,Country/Area,920,1968,40,5,0.00688,0.03383,0.96617,  78 173,2644.4,384457.8,0.96259, 2 477 226,31.69,2.58
VN,704,Country/Area,920,1968,45,5,0.00844,0.04134,0.95866,  75 528,3122.3,370073.5,0.95253, 2 092 768,27.71,2.58
VN,704,Country/Area,920,1968,50,5,0.01124,0.05470,0.94530,  72 406,3960.9,352507.1,0.93714, 1 722 695,23.79,2.60
VN,704,Country/Area,920,1968,55,5,0.01500,0.07239,0.92761,  68 445,4954.4,330349.9,0.91161, 1 370 187,20.02,2.60
VN,704,Country/Area,920,1968,60,5,0.02297,0.10897,0.89103,  63 491,6918.9,301151.8,0.86372, 1 039 838,16.38,2.64
VN,704,Country/Area,920,1968,65,5,0.03671,0.16878,0.83122,  56 572,9548.2,260111.0,0.79109,  738 686,13.06,2.62
VN,704,Country/Area,920,1968,70,5,0.05793,0.25347,0.74653,  47 024,11919.3,205770.3,0.70566,  478 575,10.18,2.54
VN,704,Country/Area,920,1968,75,5,0.08386,0.34687,0.65313,  35 104,12176.5,145204.5,0.58061,  272 804,7.77,2.51
VN,704,Country/Area,920,1968,80,5,0.13984,0.51418,0.48582,  22 928,11789.1,84306.8,0.40597,  127 600,5.57,2.43
VN,704,Country/Area,920,1968,85,5,0.22583,0.69391,0.30609,  11 139,7729.3,34226.1,0.24023,  43 293,3.89,2.22
VN,704,Country/Area,920,1968,90,5,0.35469,0.85535,0.14465,  3 409,2916.2,8222.0,0.10054,  9 067,2.66,1.97
VN,704,Country/Area,920,1968,95,5,0.57646,0.96624,0.03376,   493,476.5,826.7,0.02170,   845,1.71,1.56
VN,704,Country/Area,920,1968,100,-1,0.90818,1.00000,0,   17,16.7,18.3,0,   18,1.10,1.10
VN,704,Country/Area,920,1969,0,1,0.05816,0.05562,0.94438,  100 000,5562.5,95643.9,0.92816, 6 057 332,60.57,0.22
VN,704,Country/Area,920,1969,1,4,0.01077,0.04201,0.95799,  94 438,3967.6,368437.8,0.96368, 5 961 688,63.13,1.65
VN,704,Country/Area,920,1969,5,5,0.00400,0.01979,0.98021,  90 470,1790.2,447224.8,0.98599, 5 593 250,61.82,2.14
VN,704,Country/Area,920,1969,10,5,0.00217,0.01078,0.98922,  88 680,956.4,440958.7,0.98873, 5 146 026,58.03,2.45
VN,704,Country/Area,920,1969,15,5,0.00252,0.01250,0.98750,  87 723,1096.9,435988.3,0.98579, 4 705 067,53.64,2.60
VN,704,Country/Area,920,1969,20,5,0.00320,0.01586,0.98414,  86 626,1373.9,429794.5,0.98270, 4 269 079,49.28,2.57
VN,704,Country/Area,920,1969,25,5,0.00376,0.01864,0.98136,  85 253,1588.9,422359.7,0.98037, 3 839 284,45.03,2.54
VN,704,Country/Area,920,1969,30,5,0.00414,0.02051,0.97949,  83 664,1715.7,414070.0,0.97822, 3 416 924,40.84,2.52
VN,704,Country/Area,920,1969,35,5,0.00480,0.02370,0.97630,  81 948,1942.2,405050.3,0.97285, 3 002 854,36.64,2.59
VN,704,Country/Area,920,1969,40,5,0.00626,0.03082,0.96918,  80 006,2466.0,394054.7,0.96598, 2 597 804,32.47,2.58
VN,704,Country/Area,920,1969,45,5,0.00765,0.03757,0.96243,  77 540,2912.9,380648.2,0.95661, 2 203 749,28.42,2.58
VN,704,Country/Area,920,1969,50,5,0.01031,0.05029,0.94971,  74 627,3752.9,364132.0,0.94209, 1 823 101,24.43,2.60
VN,704,Country/Area,920,1969,55,5,0.01379,0.06674,0.93326,  70 874,4729.9,343044.8,0.91830, 1 458 969,20.59,2.61
VN,704,Country/Area,920,1969,60,5,0.02121,0.10101,0.89899,  66 144,6681.5,315016.7,0.87321, 1 115 924,16.87,2.65
VN,704,Country/Area,920,1969,65,5,0.03402,0.15739,0.84261,  59 462,9358.9,275075.8,0.80415,  800 908,13.47,2.62
VN,704,Country/Area,920,1969,70,5,0.05420,0.23928,0.76072,  50 104,11988.8,221203.0,0.71824,  525 832,10.49,2.55
VN,704,Country/Area,920,1969,75,5,0.08051,0.33558,0.66442,  38 115,12790.7,158877.1,0.59323,  304 629,7.99,2.52
VN,704,Country/Area,920,1969,80,5,0.13397,0.49859,0.50141,  25 324,12626.4,94251.0,0.42307,  145 752,5.76,2.44
VN,704,Country/Area,920,1969,85,5,0.21469,0.67419,0.32581,  12 698,8560.7,39874.7,0.25979,  51 501,4.06,2.24
VN,704,Country/Area,920,1969,90,5,0.33345,0.83497,0.16503,  4 137,3454.2,10359.1,0.11840,  11 626,2.81,2.01
VN,704,Country/Area,920,1969,95,5,0.52989,0.95194,0.04806,   683,649.9,1226.5,0.03201,  1 267,1.86,1.63
VN,704,Country/Area,920,1969,100,-1,0.80887,1.00000,0,   33,32.8,40.6,0,   41,1.24,1.24
VN,704,Country/Area,920,1970,0,1,0.05789,0.05537,0.94463,  100 000,5537.3,95659.4,0.92838, 6 078 992,60.79,0.22
VN,704,Country/Area,920,1970,1,4,0.01073,0.04186,0.95814,  94 463,3954.2,368532.8,0.96412, 5 983 332,63.34,1.64
VN,704,Country/Area,920,1970,5,5,0.00391,0.01931,0.98069,  90 508,1748.0,447535.2,0.98633, 5 614 799,62.04,2.14
VN,704,Country/Area,920,1970,10,5,0.00212,0.01054,0.98946,  88 761,935.6,441418.1,0.98897, 5 167 264,58.22,2.45
VN,704,Country/Area,920,1970,15,5,0.00246,0.01223,0.98777,  87 825,1074.2,436550.0,0.98609, 4 725 846,53.81,2.60
VN,704,Country/Area,920,1970,20,5,0.00313,0.01555,0.98445,  86 751,1349.3,430477.2,0.98303, 4 289 296,49.44,2.57
VN,704,Country/Area,920,1970,25,5,0.00369,0.01828,0.98172,  85 401,1561.2,423171.0,0.98076, 3 858 819,45.18,2.54
VN,704,Country/Area,920,1970,30,5,0.00406,0.02009,0.97991,  83 840,1684.0,415030.4,0.97867, 3 435 648,40.98,2.52
VN,704,Country/Area,920,1970,35,5,0.00470,0.02322,0.97678,  82 156,1907.6,406177.2,0.97335, 3 020 618,36.77,2.59
VN,704,Country/Area,920,1970,40,5,0.00616,0.03033,0.96967,  80 249,2433.9,395351.1,0.96647, 2 614 441,32.58,2.58
VN,704,Country/Area,920,1970,45,5,0.00755,0.03706,0.96294,  77 815,2884.1,382095.4,0.95714, 2 219 089,28.52,2.58
VN,704,Country/Area,920,1970,50,5,0.01019,0.04972,0.95028,  74 930,3725.4,365719.1,0.94274, 1 836 994,24.52,2.60
VN,704,Country/Area,920,1970,55,5,0.01363,0.06598,0.93402,  71 205,4698.3,344777.7,0.91917, 1 471 275,20.66,2.61
VN,704,Country/Area,920,1970,60,5,0.02099,0.10001,0.89999,  66 507,6651.2,316909.7,0.87436, 1 126 497,16.94,2.65
VN,704,Country/Area,920,1970,65,5,0.03371,0.15605,0.84395,  59 856,9340.5,277094.3,0.80568,  809 588,13.53,2.63
VN,704,Country/Area,920,1970,70,5,0.05374,0.23751,0.76249,  50 515,11997.9,223250.2,0.72023,  532 493,10.54,2.56
VN,704,Country/Area,920,1970,75,5,0.07985,0.33334,0.66666,  38 517,12839.2,160790.6,0.59553,  309 243,8.03,2.52
VN,704,Country/Area,920,1970,80,5,0.13307,0.49622,0.50378,  25 678,12741.8,95755.6,0.42526,  148 453,5.78,2.44
VN,704,Country/Area,920,1970,85,5,0.21352,0.67212,0.32788,  12 936,8694.7,40721.4,0.26160,  52 697,4.07,2.24
VN,704,Country/Area,920,1970,90,5,0.33179,0.83331,0.16669,  4 241,3534.5,10652.6,0.12000,  11 976,2.82,2.01
VN,704,Country/Area,920,1970,95,5,0.52543,0.94999,0.05001,   707,671.7,1278.3,0.03381,  1 323,1.87,1.64
VN,704,Country/Area,920,1970,100,-1,0.79045,1.00000,0,   35,35.4,44.7,0,   45,1.27,1.27
VN,704,Country/Area,920,1971,0,1,0.05674,0.05431,0.94569,  100 000,5431.5,95725.1,0.92997, 6 137 714,61.38,0.21
VN,704,Country/Area,920,1971,1,4,0.01033,0.04034,0.95966,  94 569,3814.4,369257.6,0.96569, 6 041 989,63.89,1.64
VN,704,Country/Area,920,1971,5,5,0.00368,0.01823,0.98177,  90 754,1654.2,449030.1,0.98707, 5 672 731,62.51,2.13
VN,704,Country/Area,920,1971,10,5,0.00202,0.01004,0.98996,  89 100,894.4,443225.3,0.98945, 5 223 701,58.63,2.46
VN,704,Country/Area,920,1971,15,5,0.00236,0.01173,0.98827,  88 206,1034.6,438549.8,0.98664, 4 780 476,54.20,2.60
VN,704,Country/Area,920,1971,20,5,0.00301,0.01496,0.98504,  87 171,1304.4,432689.3,0.98367, 4 341 926,49.81,2.57
VN,704,Country/Area,920,1971,25,5,0.00355,0.01759,0.98241,  85 867,1510.6,425621.5,0.98149, 3 909 237,45.53,2.54
VN,704,Country/Area,920,1971,30,5,0.00390,0.01932,0.98068,  84 356,1629.8,417743.7,0.97949, 3 483 615,41.30,2.52
VN,704,Country/Area,920,1971,35,5,0.00452,0.02234,0.97766,  82 726,1847.8,409174.7,0.97431, 3 065 872,37.06,2.59
VN,704,Country/Area,920,1971,40,5,0.00594,0.02928,0.97072,  80 878,2368.2,398663.0,0.96761, 2 656 697,32.85,2.58
VN,704,Country/Area,920,1971,45,5,0.00729,0.03583,0.96417,  78 510,2813.0,385750.1,0.95847, 2 258 034,28.76,2.58
VN,704,Country/Area,920,1971,50,5,0.00989,0.04829,0.95171,  75 697,3655.1,369728.4,0.94436, 1 872 284,24.73,2.60
VN,704,Country/Area,920,1971,55,5,0.01323,0.06412,0.93588,  72 042,4619.7,349155.2,0.92136, 1 502 555,20.86,2.61
VN,704,Country/Area,920,1971,60,5,0.02042,0.09742,0.90258,  67 423,6568.5,321697.7,0.87742, 1 153 400,17.11,2.65
VN,704,Country/Area,920,1971,65,5,0.03286,0.15241,0.84759,  60 854,9275.0,282263.4,0.80986,  831 703,13.67,2.63
VN,704,Country/Area,920,1971,70,5,0.05255,0.23289,0.76711,  51 579,12012.3,228593.7,0.72462,  549 439,10.65,2.56
VN,704,Country/Area,920,1971,75,5,0.07860,0.32907,0.67093,  39 567,13020.1,165643.6,0.60015,  320 845,8.11,2.53
VN,704,Country/Area,920,1971,80,5,0.13108,0.49084,0.50916,  26 547,13030.3,99410.3,0.43091,  155 202,5.85,2.44
VN,704,Country/Area,920,1971,85,5,0.21011,0.66591,0.33409,  13 516,9000.7,42837.1,0.26756,  55 792,4.13,2.25
VN,704,Country/Area,920,1971,90,5,0.32596,0.82735,0.17265,  4 516,3736.1,11461.7,0.12528,  12 954,2.87,2.02
VN,704,Country/Area,920,1971,95,5,0.51304,0.94495,0.05505,   780,736.7,1436.0,0.03805,  1 493,1.91,1.66
VN,704,Country/Area,920,1971,100,-1,0.75552,1.00000,0,   43,42.9,56.8,0,   57,1.32,1.32
VN,704,Country/Area,920,1972,0,1,0.06192,0.05909,0.94091,  100 000,5909.1,95433.9,0.92113, 5 875 404,58.75,0.23
VN,704,Country/Area,920,1972,1,4,0.01297,0.05034,0.94966,  94 091,4736.5,365129.7,0.95724, 5 779 970,61.43,1.63
VN,704,Country/Area,920,1972,5,5,0.00467,0.02302,0.97698,  89 354,2056.9,440870.0,0.98397, 5 414 840,60.60,2.13
VN,704,Country/Area,920,1972,10,5,0.00241,0.01200,0.98800,  87 298,1047.2,433801.2,0.98770, 4 973 970,56.98,2.43
VN,704,Country/Area,920,1972,15,5,0.00270,0.01342,0.98658,  86 250,1157.6,428463.9,0.98477, 4 540 169,52.64,2.59
VN,704,Country/Area,920,1972,20,5,0.00344,0.01708,0.98292,  85 093,1453.3,421940.5,0.98132, 4 111 705,48.32,2.58
VN,704,Country/Area,920,1972,25,5,0.00406,0.02010,0.97990,  83 639,1681.4,414058.9,0.97894, 3 689 765,44.12,2.54
VN,704,Country/Area,920,1972,30,5,0.00443,0.02190,0.97810,  81 958,1795.2,405340.5,0.97674, 3 275 706,39.97,2.52
VN,704,Country/Area,920,1972,35,5,0.00513,0.02535,0.97465,  80 163,2032.5,395912.2,0.97073, 2 870 365,35.81,2.59
VN,704,Country/Area,920,1972,40,5,0.00682,0.03356,0.96644,  78 130,2622.0,384322.2,0.96259, 2 474 453,31.67,2.59
VN,704,Country/Area,920,1972,45,5,0.00848,0.04155,0.95845,  75 508,3137.5,369943.7,0.95226, 2 090 131,27.68,2.58
VN,704,Country/Area,920,1972,50,5,0.01130,0.05500,0.94500,  72 371,3980.1,352282.9,0.93688, 1 720 187,23.77,2.60
VN,704,Country/Area,920,1972,55,5,0.01505,0.07263,0.92737,  68 391,4967.0,330046.2,0.91125, 1 367 904,20.00,2.60
VN,704,Country/Area,920,1972,60,5,0.02310,0.10956,0.89044,  63 424,6948.5,300755.9,0.86283, 1 037 858,16.36,2.65
VN,704,Country/Area,920,1972,65,5,0.03701,0.17005,0.82995,  56 475,9603.4,259500.0,0.78962,  737 102,13.05,2.62
VN,704,Country/Area,920,1972,70,5,0.05822,0.25450,0.74550,  46 872,11929.0,204907.0,0.70681,  477 602,10.19,2.53
VN,704,Country/Area,920,1972,75,5,0.08287,0.34347,0.65653,  34 943,12001.7,144830.7,0.58367,  272 695,7.80,2.51
VN,704,Country/Area,920,1972,80,5,0.13903,0.51231,0.48769,  22 941,11752.9,84532.7,0.40626,  127 865,5.57,2.43
VN,704,Country/Area,920,1972,85,5,0.22660,0.69555,0.30445,  11 188,7782.0,34342.6,0.23764,  43 332,3.87,2.22
VN,704,Country/Area,920,1972,90,5,0.35826,0.85837,0.14163,  3 406,2923.8,8161.2,0.09905,  8 989,2.64,1.97
VN,704,Country/Area,920,1972,95,5,0.57569,0.96468,0.03532,   482,465.4,808.4,0.02372,   828,1.72,1.55
VN,704,Country/Area,920,1972,100,-1,0.86753,1.00000,0,   17,17.0,19.6,0,   20,1.15,1.15
VN,704,Country/Area,920,1973,0,1,0.05608,0.05370,0.94630,  100 000,5370.4,95763.4,0.93042, 6 170 020,61.70,0.21
VN,704,Country/Area,920,1973,1,4,0.01032,0.04030,0.95970,  94 630,3813.1,369447.1,0.96620, 6 074 256,64.19,1.62
VN,704,Country/Area,920,1973,5,5,0.00357,0.01765,0.98235,  90 816,1603.0,449484.1,0.98751, 5 704 809,62.82,2.13
VN,704,Country/Area,920,1973,10,5,0.00195,0.00969,0.99031,  89 214,864.5,443871.5,0.98982, 5 255 325,58.91,2.46
VN,704,Country/Area,920,1973,15,5,0.00227,0.01131,0.98869,  88 349,999.0,439351.4,0.98709, 4 811 454,54.46,2.60
VN,704,Country/Area,920,1973,20,5,0.00292,0.01450,0.98550,  87 350,1266.1,433681.3,0.98416, 4 372 102,50.05,2.58
VN,704,Country/Area,920,1973,25,5,0.00344,0.01705,0.98295,  86 084,1468.0,426811.0,0.98209, 3 938 421,45.75,2.54
VN,704,Country/Area,920,1973,30,5,0.00377,0.01866,0.98134,  84 616,1579.3,419167.0,0.98019, 3 511 610,41.50,2.52
VN,704,Country/Area,920,1973,35,5,0.00436,0.02159,0.97841,  83 037,1792.7,410864.0,0.97505, 3 092 443,37.24,2.59
VN,704,Country/Area,920,1973,40,5,0.00579,0.02857,0.97143,  81 244,2321.0,400614.1,0.96828, 2 681 579,33.01,2.58
VN,704,Country/Area,920,1973,45,5,0.00716,0.03517,0.96483,  78 923,2775.9,387908.1,0.95916, 2 280 965,28.90,2.58
VN,704,Country/Area,920,1973,50,5,0.00973,0.04752,0.95248,  76 147,3618.8,372067.1,0.94524, 1 893 057,24.86,2.60
VN,704,Country/Area,920,1973,55,5,0.01301,0.06309,0.93691,  72 528,4575.7,351691.9,0.92256, 1 520 990,20.97,2.61
VN,704,Country/Area,920,1973,60,5,0.02012,0.09606,0.90394,  67 953,6527.5,324455.9,0.87896, 1 169 298,17.21,2.66
VN,704,Country/Area,920,1973,65,5,0.03245,0.15064,0.84936,  61 425,9253.3,285183.4,0.81190,  844 842,13.75,2.63
VN,704,Country/Area,920,1973,70,5,0.05191,0.23040,0.76960,  52 172,12020.3,231541.0,0.72780,  559 659,10.73,2.56
VN,704,Country/Area,920,1973,75,5,0.07746,0.32509,0.67491,  40 151,13052.8,168516.5,0.60426,  328 118,8.17,2.53
VN,704,Country/Area,920,1973,80,5,0.12952,0.48669,0.51331,  27 099,13188.5,101828.6,0.43454,  159 601,5.89,2.45
VN,704,Country/Area,920,1973,85,5,0.20835,0.66276,0.33724,  13 910,9219.1,44248.9,0.27002,  57 772,4.15,2.26
VN,704,Country/Area,920,1973,90,5,0.32418,0.82570,0.17430,  4 691,3873.4,11948.3,0.12655,  13 524,2.88,2.03
VN,704,Country/Area,920,1973,95,5,0.50999,0.94317,0.05683,   818,771.2,1512.1,0.04009,  1 575,1.93,1.66
VN,704,Country/Area,920,1973,100,-1,0.73584,1.00000,0,   46,46.5,63.2,0,   63,1.36,1.36
VN,704,Country/Area,920,1974,0,1,0.05707,0.05462,0.94538,  100 000,5461.9,95706.2,0.92837, 6 113 964,61.14,0.21
VN,704,Country/Area,920,1974,1,4,0.01100,0.04287,0.95713,  94 538,4052.5,368478.9,0.96425, 6 018 258,63.66,1.61
VN,704,Country/Area,920,1974,5,5,0.00377,0.01862,0.98138,  90 486,1685.2,447590.1,0.98691, 5 649 779,62.44,2.13
VN,704,Country/Area,920,1974,10,5,0.00202,0.01004,0.98996,  88 800,891.1,441732.7,0.98953, 5 202 189,58.58,2.45
VN,704,Country/Area,920,1974,15,5,0.00232,0.01155,0.98845,  87 909,1015.8,437107.5,0.98682, 4 760 456,54.15,2.60
VN,704,Country/Area,920,1974,20,5,0.00299,0.01483,0.98517,  86 893,1288.8,431345.7,0.98377, 4 323 349,49.75,2.58
VN,704,Country/Area,920,1974,25,5,0.00352,0.01746,0.98254,  85 605,1494.7,424346.4,0.98170, 3 892 003,45.46,2.54
VN,704,Country/Area,920,1974,30,5,0.00384,0.01904,0.98096,  84 110,1601.3,416581.1,0.97980, 3 467 657,41.23,2.52
VN,704,Country/Area,920,1974,35,5,0.00445,0.02204,0.97796,  82 509,1818.1,408164.7,0.97446, 3 051 076,36.98,2.59
VN,704,Country/Area,920,1974,40,5,0.00596,0.02935,0.97065,  80 691,2368.6,397739.5,0.96729, 2 642 911,32.75,2.59
VN,704,Country/Area,920,1974,45,5,0.00740,0.03636,0.96364,  78 322,2847.6,384728.4,0.95787, 2 245 171,28.67,2.58
VN,704,Country/Area,920,1974,50,5,0.01002,0.04893,0.95107,  75 474,3693.0,368517.9,0.94368, 1 860 443,24.65,2.60
VN,704,Country/Area,920,1974,55,5,0.01338,0.06485,0.93515,  71 781,4654.8,347763.2,0.92044, 1 491 925,20.78,2.61
VN,704,Country/Area,920,1974,60,5,0.02069,0.09864,0.90136,  67 126,6621.5,320096.0,0.87579, 1 144 162,17.04,2.65
VN,704,Country/Area,920,1974,65,5,0.03335,0.15453,0.84547,  60 505,9349.8,280337.6,0.80741,  824 066,13.62,2.63
VN,704,Country/Area,920,1974,70,5,0.05313,0.23507,0.76493,  51 155,12024.9,226348.2,0.72453,  543 728,10.63,2.55
VN,704,Country/Area,920,1974,75,5,0.07804,0.32709,0.67291,  39 130,12799.1,163996.3,0.60151,  317 380,8.11,2.53
VN,704,Country/Area,920,1974,80,5,0.13108,0.49107,0.50893,  26 331,12930.5,98644.6,0.42888,  153 384,5.83,2.45
VN,704,Country/Area,920,1974,85,5,0.21232,0.67032,0.32968,  13 401,8982.7,42307.1,0.26174,  54 739,4.08,2.25
VN,704,Country/Area,920,1974,90,5,0.33315,0.83503,0.16497,  4 418,3689.2,11073.6,0.11837,  12 432,2.81,2.01
VN,704,Country/Area,920,1974,95,5,0.52809,0.94976,0.05024,   729,692.2,1310.8,0.03520,  1 359,1.86,1.63
VN,704,Country/Area,920,1974,100,-1,0.76564,1.00000,0,   37,36.6,47.8,0,   48,1.31,1.31
VN,704,Country/Area,920,1975,0,1,0.04742,0.04566,0.95434,  100 000,4565.8,96287.9,0.94410, 6 654 112,66.54,0.19
VN,704,Country/Area,920,1975,1,4,0.00657,0.02587,0.97413,  95 434,2468.7,375760.2,0.97927, 6 557 824,68.72,1.58
VN,704,Country/Area,920,1975,5,5,0.00193,0.00960,0.99040,  92 965,892.1,462263.4,0.99285, 6 182 064,66.50,2.13
VN,704,Country/Area,920,1975,10,5,0.00124,0.00620,0.99381,  92 073,570.4,458958.3,0.99305, 5 719 801,62.12,2.53
VN,704,Country/Area,920,1975,15,5,0.00162,0.00806,0.99194,  91 503,737.6,455766.6,0.99065, 5 260 843,57.49,2.63
VN,704,Country/Area,920,1975,20,5,0.00212,0.01056,0.98944,  90 765,958.3,451505.2,0.98847, 4 805 076,52.94,2.58
VN,704,Country/Area,920,1975,25,5,0.00250,0.01241,0.98759,  89 807,1114.7,446300.3,0.98690, 4 353 571,48.48,2.55
VN,704,Country/Area,920,1975,30,5,0.00276,0.01369,0.98631,  88 692,1214.2,440454.7,0.98549, 3 907 271,44.05,2.52
VN,704,Country/Area,920,1975,35,5,0.00319,0.01582,0.98418,  87 478,1383.9,434065.5,0.98162, 3 466 816,39.63,2.60
VN,704,Country/Area,920,1975,40,5,0.00426,0.02106,0.97894,  86 094,1813.5,426089.3,0.97678, 3 032 750,35.23,2.58
VN,704,Country/Area,920,1975,45,5,0.00521,0.02571,0.97429,  84 281,2167.0,416195.2,0.96939, 2 606 661,30.93,2.60
VN,704,Country/Area,920,1975,50,5,0.00742,0.03646,0.96354,  82 114,2993.9,403454.7,0.95764, 2 190 466,26.68,2.62
VN,704,Country/Area,920,1975,55,5,0.01002,0.04892,0.95108,  79 120,3870.3,386363.8,0.93938, 1 787 011,22.59,2.61
VN,704,Country/Area,920,1975,60,5,0.01575,0.07598,0.92402,  75 249,5717.7,362941.9,0.90303, 1 400 648,18.61,2.67
VN,704,Country/Area,920,1975,65,5,0.02581,0.12166,0.87834,  69 532,8459.6,327746.8,0.84539, 1 037 706,14.92,2.65
VN,704,Country/Area,920,1975,70,5,0.04276,0.19399,0.80601,  61 072,11847.5,277072.5,0.75982,  709 959,11.62,2.61
VN,704,Country/Area,920,1975,75,5,0.06937,0.29670,0.70330,  49 225,14605.0,210524.2,0.63582,  432 886,8.79,2.56
VN,704,Country/Area,920,1975,80,5,0.11583,0.44785,0.55215,  34 620,15504.5,133855.0,0.47794,  222 362,6.42,2.47
VN,704,Country/Area,920,1975,85,5,0.18284,0.61191,0.38809,  19 115,11696.8,63974.2,0.32197,  88 507,4.63,2.30
VN,704,Country/Area,920,1975,90,5,0.27745,0.77036,0.22964,  7 418,5714.8,20597.8,0.17643,  24 533,3.31,2.11
VN,704,Country/Area,920,1975,95,5,0.42083,0.89770,0.10230,  1 704,1529.3,3634.0,0.07654,  3 935,2.31,1.81
VN,704,Country/Area,920,1975,100,-1,0.57864,1.00000,0,   174,174.3,301.2,0,   301,1.73,1.73
VN,704,Country/Area,920,1976,0,1,0.04501,0.04341,0.95659,  100 000,4340.8,96441.5,0.94766, 6 800 806,68.01,0.18
VN,704,Country/Area,920,1976,1,4,0.00565,0.02231,0.97769,  95 659,2134.1,377388.8,0.98276, 6 704 365,70.09,1.54
VN,704,Country/Area,920,1976,5,5,0.00146,0.00729,0.99271,  93 525,681.9,465661.0,0.99440, 6 326 976,67.65,2.12
VN,704,Country/Area,920,1976,10,5,0.00103,0.00516,0.99484,  92 843,478.7,463052.5,0.99402, 5 861 315,63.13,2.57
VN,704,Country/Area,920,1976,15,5,0.00142,0.00705,0.99295,  92 365,651.4,460285.1,0.99175, 5 398 263,58.45,2.64
VN,704,Country/Area,920,1976,20,5,0.00188,0.00935,0.99065,  91 713,858.0,456489.5,0.98978, 4 937 978,53.84,2.58
VN,704,Country/Area,920,1976,25,5,0.00221,0.01100,0.98900,  90 855,999.4,451824.6,0.98838, 4 481 488,49.33,2.55
VN,704,Country/Area,920,1976,30,5,0.00244,0.01214,0.98786,  89 856,1091.3,446576.0,0.98714, 4 029 664,44.85,2.52
VN,704,Country/Area,920,1976,35,5,0.00283,0.01404,0.98596,  88 764,1246.3,440832.9,0.98360, 3 583 087,40.37,2.60
VN,704,Country/Area,920,1976,40,5,0.00381,0.01887,0.98113,  87 518,1651.3,433604.4,0.97920, 3 142 255,35.90,2.59
VN,704,Country/Area,920,1976,45,5,0.00466,0.02306,0.97694,  85 867,1980.3,424585.7,0.97224, 2 708 650,31.54,2.60
VN,704,Country/Area,920,1976,50,5,0.00678,0.03338,0.96662,  83 887,2800.0,412799.5,0.96110, 2 284 064,27.23,2.63
VN,704,Country/Area,920,1976,55,5,0.00919,0.04495,0.95505,  81 086,3644.6,396742.9,0.94408, 1 871 265,23.08,2.62
VN,704,Country/Area,920,1976,60,5,0.01456,0.07040,0.92960,  77 442,5451.8,374557.9,0.90970, 1 474 522,19.04,2.68
VN,704,Country/Area,920,1976,65,5,0.02401,0.11366,0.88634,  71 990,8182.7,340735.1,0.85466, 1 099 964,15.28,2.65
VN,704,Country/Area,920,1976,70,5,0.04028,0.18381,0.81619,  63 807,11728.7,291211.9,0.76907,  759 229,11.90,2.63
VN,704,Country/Area,920,1976,75,5,0.06701,0.28816,0.71184,  52 079,15006.8,223961.9,0.64515,  468 017,8.99,2.57
VN,704,Country/Area,920,1976,80,5,0.11206,0.43676,0.56324,  37 072,16191.6,144489.3,0.49001,  244 055,6.58,2.48
VN,704,Country/Area,920,1976,85,5,0.17639,0.59812,0.40188,  20 880,12488.9,70801.5,0.33609,  99 566,4.77,2.31
VN,704,Country/Area,920,1976,90,5,0.26632,0.75522,0.24478,  8 391,6337.3,23795.8,0.19047,  28 764,3.43,2.13
VN,704,Country/Area,920,1976,95,5,0.40063,0.88403,0.11597,  2 054,1815.8,4532.4,0.08778,  4 969,2.42,1.84
VN,704,Country/Area,920,1976,100,-1,0.54621,1.00000,0,   238,238.2,436.1,0,   436,1.83,1.83
VN,704,Country/Area,920,1977,0,1,0.04416,0.04262,0.95738,  100 000,4261.5,96496.4,0.94856, 6 848 047,68.48,0.18
VN,704,Country/Area,920,1977,1,4,0.00550,0.02171,0.97829,  95 738,2078.4,377784.0,0.98364, 6 751 551,70.52,1.51
VN,704,Country/Area,920,1977,5,5,0.00132,0.00658,0.99342,  93 660,616.1,466522.0,0.99491, 6 373 767,68.05,2.11
VN,704,Country/Area,920,1977,10,5,0.00096,0.00478,0.99522,  93 044,444.6,464145.9,0.99440, 5 907 245,63.49,2.58
VN,704,Country/Area,920,1977,15,5,0.00133,0.00663,0.99337,  92 599,614.2,461548.4,0.99221, 5 443 099,58.78,2.64
VN,704,Country/Area,920,1977,20,5,0.00178,0.00887,0.99113,  91 985,815.9,457954.4,0.99030, 4 981 551,54.16,2.58
VN,704,Country/Area,920,1977,25,5,0.00210,0.01044,0.98956,  91 169,951.7,453511.3,0.98899, 4 523 596,49.62,2.55
VN,704,Country/Area,920,1977,30,5,0.00231,0.01150,0.98850,  90 218,1037.2,448518.5,0.98783, 4 070 085,45.11,2.52
VN,704,Country/Area,920,1977,35,5,0.00268,0.01331,0.98669,  89 180,1186.6,443059.8,0.98437, 3 621 566,40.61,2.60
VN,704,Country/Area,920,1977,40,5,0.00365,0.01808,0.98192,  87 994,1590.8,436135.5,0.98000, 3 178 507,36.12,2.59
VN,704,Country/Area,920,1977,45,5,0.00450,0.02224,0.97776,  86 403,1921.3,427413.7,0.97312, 2 742 371,31.74,2.61
VN,704,Country/Area,920,1977,50,5,0.00659,0.03243,0.96757,  84 482,2739.5,415925.1,0.96218, 2 314 957,27.40,2.63
